district,age,rural,urban,total
BANNU DISTRICT,40,13225,679,13904
BANNU DISTRICT,41,8378,469,8847
BANNU DISTRICT,42,7511,495,8006
BANNU DISTRICT,43,8097,458,8555
BANNU DISTRICT,44,6605,394,6999
BANNU DISTRICT,45,9108,453,9561
BANNU DISTRICT,46,5949,301,6250
BANNU DISTRICT,47,6356,368,6724
BANNU DISTRICT,48,6612,330,6942
BANNU DISTRICT,49,6095,337,6432
BANNU DISTRICT,50,9603,474,10077
BANNU DISTRICT,51,5529,296,5825
BANNU DISTRICT,52,5382,308,5690
BANNU DISTRICT,53,5900,290,6190
BANNU DISTRICT,54,5200,286,5486
BANNU DISTRICT,55,6876,304,7180
BANNU DISTRICT,56,4342,210,4552
BANNU DISTRICT,57,4293,213,4506
BANNU DISTRICT,58,4716,212,4928
BANNU DISTRICT,59,4216,235,4451
BANNU DISTRICT,60,6088,233,6321
BANNU DISTRICT,61,4343,206,4549
BANNU DISTRICT,62,4086,160,4246
BANNU DISTRICT,63,4223,207,4430
BANNU DISTRICT,64,3524,173,3697
BANNU DISTRICT,65,3732,148,3880
BANNU DISTRICT,66,2438,123,2561
BANNU DISTRICT,67,2544,134,2678
BANNU DISTRICT,68,2350,104,2454
BANNU DISTRICT,69,2069,108,2177
BANNU DISTRICT,70,2480,102,2582
BANNU DISTRICT,71,1728,66,1794
BANNU DISTRICT,72,1625,57,1682
BANNU DISTRICT,73,1638,78,1716
BANNU DISTRICT,74,1242,49,1291
BANNU DISTRICT,>=75,10485,462,10947
BARKHAN DISTRICT,<1,5091,312,5403
BARKHAN DISTRICT,1,5374,326,5700
BARKHAN DISTRICT,2,7159,488,7647
BARKHAN DISTRICT,3,6170,386,6556
BARKHAN DISTRICT,4,7401,509,7910
BARKHAN DISTRICT,5,5932,391,6323
BARKHAN DISTRICT,6,7209,439,7648
BARKHAN DISTRICT,7,5056,350,5406
BARKHAN DISTRICT,8,6732,430,7162
BARKHAN DISTRICT,9,4720,346,5066
BARKHAN DISTRICT,10,5651,432,6083
BARKHAN DISTRICT,11,3304,332,3636
BARKHAN DISTRICT,12,3955,359,4314
BARKHAN DISTRICT,13,2567,273,2840
BARKHAN DISTRICT,14,3134,293,3427
BARKHAN DISTRICT,15,2529,265,2794
BARKHAN DISTRICT,16,2660,258,2918
BARKHAN DISTRICT,17,1836,261,2097
BARKHAN DISTRICT,18,3213,212,3425
BARKHAN DISTRICT,19,2147,202,2349
BARKHAN DISTRICT,20,2956,188,3144
BARKHAN DISTRICT,21,2001,182,2183
BARKHAN DISTRICT,22,1942,171,2113
BARKHAN DISTRICT,23,1864,162,2026
BARKHAN DISTRICT,24,1763,185,1948
BARKHAN DISTRICT,25,2826,166,2992
BARKHAN DISTRICT,26,1874,160,2034
BARKHAN DISTRICT,27,2101,176,2277
BARKHAN DISTRICT,28,2248,182,2430
BARKHAN DISTRICT,29,2482,204,2686
BARKHAN DISTRICT,30,2371,156,2527
BARKHAN DISTRICT,31,2198,185,2383
BARKHAN DISTRICT,32,1985,124,2109
BARKHAN DISTRICT,33,1654,149,1803
BARKHAN DISTRICT,34,1398,110,1508
BARKHAN DISTRICT,35,1693,96,1789
BARKHAN DISTRICT,36,1469,137,1606
BARKHAN DISTRICT,37,2133,141,2274
BARKHAN DISTRICT,38,1547,128,1675
BARKHAN DISTRICT,39,1596,135,1731
BARKHAN DISTRICT,40,1602,113,1715
BARKHAN DISTRICT,41,1288,145,1433
BARKHAN DISTRICT,42,1268,96,1364
BARKHAN DISTRICT,43,1008,89,1097
BARKHAN DISTRICT,44,887,65,952
BARKHAN DISTRICT,45,1127,72,1199
BARKHAN DISTRICT,46,1028,90,1118
BARKHAN DISTRICT,47,1390,95,1485
BARKHAN DISTRICT,48,881,101,982
BARKHAN DISTRICT,49,1003,82,1085
BARKHAN DISTRICT,50,1095,75,1170
BARKHAN DISTRICT,51,849,87,936
BARKHAN DISTRICT,52,788,62,850
BARKHAN DISTRICT,53,652,51,703
BARKHAN DISTRICT,54,630,52,682
BARKHAN DISTRICT,55,667,50,717
BARKHAN DISTRICT,56,570,66,636
BARKHAN DISTRICT,57,848,68,916
BARKHAN DISTRICT,58,487,45,532
BARKHAN DISTRICT,59,654,56,710
BARKHAN DISTRICT,60,660,49,709
BARKHAN DISTRICT,61,566,50,616
BARKHAN DISTRICT,62,515,34,549
BARKHAN DISTRICT,63,477,62,539
BARKHAN DISTRICT,64,589,44,633
BARKHAN DISTRICT,65,441,48,489
BARKHAN DISTRICT,66,327,39,366
BARKHAN DISTRICT,67,498,33,531
BARKHAN DISTRICT,68,341,29,370
BARKHAN DISTRICT,69,458,26,484
BARKHAN DISTRICT,70,371,22,393
BARKHAN DISTRICT,71,281,20,301
BARKHAN DISTRICT,72,252,18,270
BARKHAN DISTRICT,73,211,14,225
BARKHAN DISTRICT,74,287,13,300
BARKHAN DISTRICT,>=75,1887,139,2026
BATAGRAM DISTRICT,<1,14226,0,14226
BATAGRAM DISTRICT,1,14210,0,14210
BATAGRAM DISTRICT,2,16399,0,16399
BATAGRAM DISTRICT,3,16044,0,16044
BATAGRAM DISTRICT,4,17360,0,17360
BATAGRAM DISTRICT,5,15912,0,15912
BATAGRAM DISTRICT,6,16907,0,16907
BATAGRAM DISTRICT,7,16446,0,16446
BATAGRAM DISTRICT,8,17734,0,17734
BATAGRAM DISTRICT,9,15639,0,15639
BATAGRAM DISTRICT,10,15425,0,15425
BATAGRAM DISTRICT,11,13423,0,13423
BATAGRAM DISTRICT,12,13762,0,13762
BATAGRAM DISTRICT,13,12096,0,12096
BATAGRAM DISTRICT,14,11439,0,11439
BATAGRAM DISTRICT,15,11129,0,11129
BATAGRAM DISTRICT,16,10055,0,10055
BATAGRAM DISTRICT,17,9217,0,9217
BATAGRAM DISTRICT,18,9836,0,9836
BATAGRAM DISTRICT,19,9341,0,9341
BATAGRAM DISTRICT,20,9288,0,9288
BATAGRAM DISTRICT,21,8296,0,8296
BATAGRAM DISTRICT,22,7412,0,7412
BATAGRAM DISTRICT,23,6711,0,6711
BATAGRAM DISTRICT,24,6607,0,6607
BATAGRAM DISTRICT,25,6892,0,6892
BATAGRAM DISTRICT,26,7019,0,7019
BATAGRAM DISTRICT,27,5829,0,5829
BATAGRAM DISTRICT,28,6070,0,6070
BATAGRAM DISTRICT,29,6501,0,6501
BATAGRAM DISTRICT,30,5840,0,5840
BATAGRAM DISTRICT,31,7030,0,7030
BATAGRAM DISTRICT,32,5197,0,5197
BATAGRAM DISTRICT,33,4969,0,4969
BATAGRAM DISTRICT,34,4698,0,4698
BATAGRAM DISTRICT,35,3979,0,3979
BATAGRAM DISTRICT,36,5530,0,5530
BATAGRAM DISTRICT,37,4419,0,4419
BATAGRAM DISTRICT,38,4156,0,4156
BATAGRAM DISTRICT,39,3911,0,3911
BATAGRAM DISTRICT,40,3511,0,3511
BATAGRAM DISTRICT,41,4598,0,4598
BATAGRAM DISTRICT,42,3375,0,3375
BATAGRAM DISTRICT,43,3380,0,3380
BATAGRAM DISTRICT,44,3246,0,3246
BATAGRAM DISTRICT,45,2449,0,2449
BATAGRAM DISTRICT,46,3660,0,3660
BATAGRAM DISTRICT,47,2797,0,2797
BATAGRAM DISTRICT,48,2828,0,2828
BATAGRAM DISTRICT,49,2794,0,2794
BATAGRAM DISTRICT,50,2370,0,2370
BATAGRAM DISTRICT,51,2983,0,2983
BATAGRAM DISTRICT,52,2162,0,2162
BATAGRAM DISTRICT,53,2394,0,2394
BATAGRAM DISTRICT,54,2037,0,2037
BATAGRAM DISTRICT,55,1564,0,1564
BATAGRAM DISTRICT,56,1941,0,1941
BATAGRAM DISTRICT,57,1513,0,1513
BATAGRAM DISTRICT,58,1481,0,1481
BATAGRAM DISTRICT,59,1552,0,1552
BATAGRAM DISTRICT,60,1504,0,1504
BATAGRAM DISTRICT,61,2093,0,2093
BATAGRAM DISTRICT,62,1601,0,1601
BATAGRAM DISTRICT,63,1624,0,1624
BATAGRAM DISTRICT,64,1512,0,1512
BATAGRAM DISTRICT,65,1121,0,1121
BATAGRAM DISTRICT,66,1885,0,1885
BATAGRAM DISTRICT,67,1443,0,1443
BATAGRAM DISTRICT,68,1256,0,1256
BATAGRAM DISTRICT,69,1076,0,1076
BATAGRAM DISTRICT,70,993,0,993
BATAGRAM DISTRICT,71,1587,0,1587
BATAGRAM DISTRICT,72,1142,0,1142
BATAGRAM DISTRICT,73,876,0,876
BATAGRAM DISTRICT,74,705,0,705
BATAGRAM DISTRICT,>=75,6742,0,6742
BHAKKAR DISTRICT,<1,32109,5849,37958
BHAKKAR DISTRICT,1,37150,6284,43434
BHAKKAR DISTRICT,2,38574,6468,45042
BHAKKAR DISTRICT,3,41478,6712,48190
BHAKKAR DISTRICT,4,42651,6635,49286
BHAKKAR DISTRICT,5,40896,6522,47418
BHAKKAR DISTRICT,6,38581,6210,44791
BHAKKAR DISTRICT,7,41966,6512,48478
BHAKKAR DISTRICT,8,39520,6123,45643
BHAKKAR DISTRICT,9,39146,6735,45881
BHAKKAR DISTRICT,10,36105,5555,41660
BHAKKAR DISTRICT,11,34805,6651,41456
BHAKKAR DISTRICT,12,32658,5542,38200
BHAKKAR DISTRICT,13,31043,6113,37156
BHAKKAR DISTRICT,14,30608,5694,36302
BHAKKAR DISTRICT,15,29993,5765,35758
BHAKKAR DISTRICT,16,30330,5773,36103
BHAKKAR DISTRICT,17,30474,6113,36587
BHAKKAR DISTRICT,18,26564,5167,31731
BHAKKAR DISTRICT,19,26095,5779,31874
BHAKKAR DISTRICT,20,25829,5021,30850
BHAKKAR DISTRICT,21,24953,5698,30651
BHAKKAR DISTRICT,22,23556,4939,28495
BHAKKAR DISTRICT,23,23560,5144,28704
BHAKKAR DISTRICT,24,22720,4970,27690
BHAKKAR DISTRICT,25,21718,4396,26114
BHAKKAR DISTRICT,26,22482,4580,27062
BHAKKAR DISTRICT,27,21975,4682,26657
BHAKKAR DISTRICT,28,20180,4287,24467
BHAKKAR DISTRICT,29,21199,4363,25562
BHAKKAR DISTRICT,30,18273,3492,21765
BHAKKAR DISTRICT,31,19017,3888,22905
BHAKKAR DISTRICT,32,17222,3557,20779
BHAKKAR DISTRICT,33,15886,3320,19206
BHAKKAR DISTRICT,34,17760,3410,21170
BHAKKAR DISTRICT,35,15912,3017,18929
BHAKKAR DISTRICT,36,18814,3348,22162
BHAKKAR DISTRICT,37,17398,3133,20531
BHAKKAR DISTRICT,38,14996,2995,17991
BHAKKAR DISTRICT,39,15472,3001,18473
BHAKKAR DISTRICT,40,12215,2421,14636
BHAKKAR DISTRICT,41,14021,2652,16673
BHAKKAR DISTRICT,42,12323,2403,14726
BHAKKAR DISTRICT,43,11718,2370,14088
BHAKKAR DISTRICT,44,11740,2354,14094
BHAKKAR DISTRICT,45,9911,1903,11814
BHAKKAR DISTRICT,46,12314,2310,14624
BHAKKAR DISTRICT,47,11550,2167,13717
BHAKKAR DISTRICT,48,11114,2299,13413
BHAKKAR DISTRICT,49,11612,2378,13990
BHAKKAR DISTRICT,50,9924,2036,11960
BHAKKAR DISTRICT,51,11672,2245,13917
BHAKKAR DISTRICT,52,9944,2004,11948
BHAKKAR DISTRICT,53,10070,2029,12099
BHAKKAR DISTRICT,54,9148,1886,11034
BHAKKAR DISTRICT,55,7062,1556,8618
BHAKKAR DISTRICT,56,7497,1732,9229
BHAKKAR DISTRICT,57,6311,1433,7744
BHAKKAR DISTRICT,58,5819,1356,7175
BHAKKAR DISTRICT,59,6103,1356,7459
BHAKKAR DISTRICT,60,5426,1072,6498
BHAKKAR DISTRICT,61,6344,1306,7650
BHAKKAR DISTRICT,62,5805,1276,7081
BHAKKAR DISTRICT,63,5785,1247,7032
BHAKKAR DISTRICT,64,5621,1060,6681
BHAKKAR DISTRICT,65,4537,750,5287
BHAKKAR DISTRICT,66,5100,846,5946
BHAKKAR DISTRICT,67,4458,731,5189
BHAKKAR DISTRICT,68,4116,759,4875
BHAKKAR DISTRICT,69,4247,622,4869
BHAKKAR DISTRICT,70,3278,528,3806
BHAKKAR DISTRICT,71,3908,608,4516
BHAKKAR DISTRICT,72,3071,528,3599
BHAKKAR DISTRICT,73,2855,539,3394
BHAKKAR DISTRICT,74,2483,373,2856
BHAKKAR DISTRICT,>=75,19428,3076,22504
BUNER DISTRICT,<1,23286,0,23286
BUNER DISTRICT,1,25783,0,25783
BUNER DISTRICT,2,29015,0,29015
BUNER DISTRICT,3,30389,0,30389
BUNER DISTRICT,4,31130,0,31130
BUNER DISTRICT,5,31170,0,31170
BUNER DISTRICT,6,28704,0,28704
BUNER DISTRICT,7,29976,0,29976
BUNER DISTRICT,8,29886,0,29886
BUNER DISTRICT,9,28897,0,28897
BUNER DISTRICT,10,26991,0,26991
BUNER DISTRICT,11,26095,0,26095
BUNER DISTRICT,12,24331,0,24331
BUNER DISTRICT,13,24994,0,24994
BUNER DISTRICT,14,22695,0,22695
BUNER DISTRICT,15,23348,0,23348
BUNER DISTRICT,16,20885,0,20885
BUNER DISTRICT,17,21274,0,21274
BUNER DISTRICT,18,19616,0,19616
BUNER DISTRICT,19,18024,0,18024
BUNER DISTRICT,20,18108,0,18108
BUNER DISTRICT,21,14949,0,14949
BUNER DISTRICT,22,14028,0,14028
BUNER DISTRICT,23,13200,0,13200
BUNER DISTRICT,24,12117,0,12117
BUNER DISTRICT,25,14765,0,14765
BUNER DISTRICT,26,14013,0,14013
BUNER DISTRICT,27,14001,0,14001
BUNER DISTRICT,28,12605,0,12605
BUNER DISTRICT,29,12272,0,12272
BUNER DISTRICT,30,12349,0,12349
BUNER DISTRICT,31,10869,0,10869
BUNER DISTRICT,32,9073,0,9073
BUNER DISTRICT,33,9257,0,9257
BUNER DISTRICT,34,8458,0,8458
BUNER DISTRICT,35,9137,0,9137
BUNER DISTRICT,36,8584,0,8584
BUNER DISTRICT,37,8567,0,8567
BUNER DISTRICT,38,7920,0,7920
BUNER DISTRICT,39,7443,0,7443
BUNER DISTRICT,40,8415,0,8415
BUNER DISTRICT,41,7391,0,7391
BUNER DISTRICT,42,6639,0,6639
BUNER DISTRICT,43,6452,0,6452
BUNER DISTRICT,44,5998,0,5998
BUNER DISTRICT,45,5735,0,5735
BUNER DISTRICT,46,5691,0,5691
BUNER DISTRICT,47,5332,0,5332
BUNER DISTRICT,48,5077,0,5077
BUNER DISTRICT,49,4804,0,4804
BUNER DISTRICT,50,5408,0,5408
BUNER DISTRICT,51,4566,0,4566
BUNER DISTRICT,52,4238,0,4238
BUNER DISTRICT,53,3987,0,3987
BUNER DISTRICT,54,3853,0,3853
BUNER DISTRICT,55,3865,0,3865
BUNER DISTRICT,56,3124,0,3124
BUNER DISTRICT,57,2730,0,2730
BUNER DISTRICT,58,3029,0,3029
BUNER DISTRICT,59,3253,0,3253
BUNER DISTRICT,60,3653,0,3653
BUNER DISTRICT,61,3417,0,3417
BUNER DISTRICT,62,2925,0,2925
BUNER DISTRICT,63,3006,0,3006
BUNER DISTRICT,64,2878,0,2878
BUNER DISTRICT,65,2729,0,2729
BUNER DISTRICT,66,2570,0,2570
BUNER DISTRICT,67,2064,0,2064
BUNER DISTRICT,68,2212,0,2212
BUNER DISTRICT,69,2350,0,2350
BUNER DISTRICT,70,2403,0,2403
BUNER DISTRICT,71,2114,0,2114
BUNER DISTRICT,72,1589,0,1589
BUNER DISTRICT,73,1591,0,1591
BUNER DISTRICT,74,1475,0,1475
BUNER DISTRICT,>=75,10693,0,10693
CHAGAI DISTRICT,<1,5121,354,5475
CHAGAI DISTRICT,1,8031,530,8561
CHAGAI DISTRICT,2,8699,560,9259
CHAGAI DISTRICT,3,8131,553,8684
CHAGAI DISTRICT,4,8009,520,8529
CHAGAI DISTRICT,5,7696,522,8218
CHAGAI DISTRICT,6,7314,459,7773
CHAGAI DISTRICT,7,8015,551,8566
CHAGAI DISTRICT,8,7550,454,8004
CHAGAI DISTRICT,9,6940,493,7433
CHAGAI DISTRICT,10,6905,400,7305
CHAGAI DISTRICT,11,6036,506,6542
CHAGAI DISTRICT,12,5456,371,5827
CHAGAI DISTRICT,13,5400,421,5821
CHAGAI DISTRICT,14,4861,356,5217
CHAGAI DISTRICT,15,4626,379,5005
CHAGAI DISTRICT,16,4100,348,4448
CHAGAI DISTRICT,17,4214,346,4560
CHAGAI DISTRICT,18,4320,350,4670
CHAGAI DISTRICT,19,4205,380,4585
CHAGAI DISTRICT,20,3925,305,4230
CHAGAI DISTRICT,21,3759,327,4086
CHAGAI DISTRICT,22,3123,273,3396
CHAGAI DISTRICT,23,3091,304,3395
CHAGAI DISTRICT,24,2709,258,2967
CHAGAI DISTRICT,25,3499,259,3758
CHAGAI DISTRICT,26,2543,251,2794
CHAGAI DISTRICT,27,3406,321,3727
CHAGAI DISTRICT,28,2784,264,3048
CHAGAI DISTRICT,29,3454,304,3758
CHAGAI DISTRICT,30,2638,187,2825
CHAGAI DISTRICT,31,2891,248,3139
CHAGAI DISTRICT,32,2678,217,2895
CHAGAI DISTRICT,33,2338,193,2531
CHAGAI DISTRICT,34,2387,191,2578
CHAGAI DISTRICT,35,2372,196,2568
CHAGAI DISTRICT,36,1867,177,2044
CHAGAI DISTRICT,37,2855,249,3104
CHAGAI DISTRICT,38,1741,175,1916
CHAGAI DISTRICT,39,2121,174,2295
CHAGAI DISTRICT,40,1375,110,1485
CHAGAI DISTRICT,41,1464,131,1595
CHAGAI DISTRICT,42,1585,145,1730
CHAGAI DISTRICT,43,1243,109,1352
CHAGAI DISTRICT,44,1235,98,1333
CHAGAI DISTRICT,45,1090,99,1189
CHAGAI DISTRICT,46,993,81,1074
CHAGAI DISTRICT,47,1619,141,1760
CHAGAI DISTRICT,48,966,102,1068
CHAGAI DISTRICT,49,1227,129,1356
CHAGAI DISTRICT,50,918,75,993
CHAGAI DISTRICT,51,1038,99,1137
CHAGAI DISTRICT,52,1039,84,1123
CHAGAI DISTRICT,53,820,68,888
CHAGAI DISTRICT,54,780,77,857
CHAGAI DISTRICT,55,557,43,600
CHAGAI DISTRICT,56,450,36,486
CHAGAI DISTRICT,57,851,80,931
CHAGAI DISTRICT,58,506,51,557
CHAGAI DISTRICT,59,761,73,834
CHAGAI DISTRICT,60,493,25,518
CHAGAI DISTRICT,61,613,89,702
CHAGAI DISTRICT,62,556,69,625
CHAGAI DISTRICT,63,454,49,503
CHAGAI DISTRICT,64,690,51,741
CHAGAI DISTRICT,65,364,28,392
CHAGAI DISTRICT,66,333,31,364
CHAGAI DISTRICT,67,521,60,581
CHAGAI DISTRICT,68,310,38,348
CHAGAI DISTRICT,69,470,38,508
CHAGAI DISTRICT,70,254,13,267
CHAGAI DISTRICT,71,290,20,310
CHAGAI DISTRICT,72,306,31,337
CHAGAI DISTRICT,73,206,18,224
CHAGAI DISTRICT,74,267,18,285
CHAGAI DISTRICT,>=75,1798,130,1928
CHAKWAL DISTRICT,<1,25352,5702,31054
CHAKWAL DISTRICT,1,27242,6189,33431
CHAKWAL DISTRICT,2,26815,6395,33210
CHAKWAL DISTRICT,3,28644,6892,35536
CHAKWAL DISTRICT,4,26448,6184,32632
CHAKWAL DISTRICT,5,26810,6423,33233
CHAKWAL DISTRICT,6,25968,6439,32407
CHAKWAL DISTRICT,7,27257,6729,33986
CHAKWAL DISTRICT,8,23919,5763,29682
CHAKWAL DISTRICT,9,28065,6847,34912
CHAKWAL DISTRICT,10,21988,5220,27208
CHAKWAL DISTRICT,11,27705,6511,34216
CHAKWAL DISTRICT,12,22844,5415,28259
CHAKWAL DISTRICT,13,25742,6175,31917
CHAKWAL DISTRICT,14,22734,5494,28228
CHAKWAL DISTRICT,15,23513,6073,29586
CHAKWAL DISTRICT,16,24289,6194,30483
CHAKWAL DISTRICT,17,25863,6777,32640
CHAKWAL DISTRICT,18,19392,4790,24182
CHAKWAL DISTRICT,19,24593,5765,30358
CHAKWAL DISTRICT,20,18590,4477,23067
CHAKWAL DISTRICT,21,24101,5648,29749
CHAKWAL DISTRICT,22,19757,4781,24538
CHAKWAL DISTRICT,23,22260,5299,27559
CHAKWAL DISTRICT,24,21225,5230,26455
CHAKWAL DISTRICT,25,17027,4090,21117
CHAKWAL DISTRICT,26,20333,5043,25376
CHAKWAL DISTRICT,27,19877,4880,24757
CHAKWAL DISTRICT,28,18218,4531,22749
CHAKWAL DISTRICT,29,19606,4824,24430
CHAKWAL DISTRICT,30,16264,4028,20292
CHAKWAL DISTRICT,31,19584,4765,24349
CHAKWAL DISTRICT,32,17522,4505,22027
CHAKWAL DISTRICT,33,17846,4266,22112
CHAKWAL DISTRICT,34,17135,4194,21329
CHAKWAL DISTRICT,35,13620,3548,17168
CHAKWAL DISTRICT,36,16233,3983,20216
CHAKWAL DISTRICT,37,14557,3564,18121
CHAKWAL DISTRICT,38,16394,4135,20529
CHAKWAL DISTRICT,39,15091,3645,18736
CHAKWAL DISTRICT,40,12350,3207,15557
CHAKWAL DISTRICT,41,13484,3219,16703
CHAKWAL DISTRICT,42,12221,3049,15270
CHAKWAL DISTRICT,43,12513,3170,15683
CHAKWAL DISTRICT,44,11845,2781,14626
CHAKWAL DISTRICT,45,9929,2603,12532
CHAKWAL DISTRICT,46,11482,2635,14117
CHAKWAL DISTRICT,47,10274,2347,12621
CHAKWAL DISTRICT,48,12249,2840,15089
CHAKWAL DISTRICT,49,11730,2534,14264
CHAKWAL DISTRICT,50,10418,2558,12976
CHAKWAL DISTRICT,51,11612,2436,14048
CHAKWAL DISTRICT,52,11103,2490,13593
CHAKWAL DISTRICT,53,11744,2402,14146
CHAKWAL DISTRICT,54,10475,2205,12680
CHAKWAL DISTRICT,55,8684,2020,10704
CHAKWAL DISTRICT,56,8984,1883,10867
CHAKWAL DISTRICT,57,8070,1758,9828
CHAKWAL DISTRICT,58,8714,1854,10568
CHAKWAL DISTRICT,59,8283,1671,9954
CHAKWAL DISTRICT,60,7176,1621,8797
CHAKWAL DISTRICT,61,8613,1814,10427
CHAKWAL DISTRICT,62,8581,1607,10188
CHAKWAL DISTRICT,63,8407,1682,10089
CHAKWAL DISTRICT,64,7691,1424,9115
CHAKWAL DISTRICT,65,6145,1220,7365
CHAKWAL DISTRICT,66,6290,1128,7418
CHAKWAL DISTRICT,67,5812,1089,6901
CHAKWAL DISTRICT,68,6414,1064,7478
CHAKWAL DISTRICT,69,5522,1010,6532
CHAKWAL DISTRICT,70,4660,898,5558
CHAKWAL DISTRICT,71,4939,883,5822
CHAKWAL DISTRICT,72,4829,754,5583
CHAKWAL DISTRICT,73,4548,759,5307
CHAKWAL DISTRICT,74,3584,569,4153
CHAKWAL DISTRICT,>=75,32057,5011,37068
CHARSADDA DISTRICT,<1,35795,6999,42794
CHARSADDA DISTRICT,1,36911,6963,43874
CHARSADDA DISTRICT,2,40675,7400,48075
CHARSADDA DISTRICT,3,43258,7960,51218
CHARSADDA DISTRICT,4,44476,8005,52481
CHARSADDA DISTRICT,5,42551,7995,50546
CHARSADDA DISTRICT,6,42048,7614,49662
CHARSADDA DISTRICT,7,42592,7845,50437
CHARSADDA DISTRICT,8,42107,7428,49535
CHARSADDA DISTRICT,9,40135,7767,47902
CHARSADDA DISTRICT,10,37843,6723,44566
CHARSADDA DISTRICT,11,34866,6779,41645
CHARSADDA DISTRICT,12,33397,6317,39714
CHARSADDA DISTRICT,13,34076,6644,40720
CHARSADDA DISTRICT,14,32840,6202,39042
CHARSADDA DISTRICT,15,32042,5842,37884
CHARSADDA DISTRICT,16,28869,5662,34531
CHARSADDA DISTRICT,17,28699,5838,34537
CHARSADDA DISTRICT,18,26186,5084,31270
CHARSADDA DISTRICT,19,25285,5436,30721
CHARSADDA DISTRICT,20,26878,5296,32174
CHARSADDA DISTRICT,21,23874,5282,29156
CHARSADDA DISTRICT,22,22955,4771,27726
CHARSADDA DISTRICT,23,22195,4807,27002
CHARSADDA DISTRICT,24,21671,4561,26232
CHARSADDA DISTRICT,25,22925,4452,27377
CHARSADDA DISTRICT,26,21713,4550,26263
CHARSADDA DISTRICT,27,21482,4562,26044
CHARSADDA DISTRICT,28,19049,4094,23143
CHARSADDA DISTRICT,29,20200,4390,24590
CHARSADDA DISTRICT,30,19233,3998,23231
CHARSADDA DISTRICT,31,18741,4021,22762
CHARSADDA DISTRICT,32,16402,3586,19988
CHARSADDA DISTRICT,33,15818,3643,19461
CHARSADDA DISTRICT,34,14246,3320,17566
CHARSADDA DISTRICT,35,13359,2938,16297
CHARSADDA DISTRICT,36,13037,2838,15875
CHARSADDA DISTRICT,37,13928,2854,16782
CHARSADDA DISTRICT,38,12107,2847,14954
CHARSADDA DISTRICT,39,12677,2788,15465
CHARSADDA DISTRICT,40,12336,2721,15057
CHARSADDA DISTRICT,41,12156,2623,14779
CHARSADDA DISTRICT,42,11144,2385,13529
CHARSADDA DISTRICT,43,10258,2465,12723
CHARSADDA DISTRICT,44,9693,2239,11932
CHARSADDA DISTRICT,45,8588,1894,10482
CHARSADDA DISTRICT,46,9392,2199,11591
CHARSADDA DISTRICT,47,9874,2093,11967
CHARSADDA DISTRICT,48,7979,1941,9920
CHARSADDA DISTRICT,49,8569,1999,10568
CHARSADDA DISTRICT,50,8423,1829,10252
CHARSADDA DISTRICT,51,8402,1930,10332
CHARSADDA DISTRICT,52,7798,1723,9521
CHARSADDA DISTRICT,53,7160,1624,8784
CHARSADDA DISTRICT,54,6296,1457,7753
CHARSADDA DISTRICT,55,5782,1271,7053
CHARSADDA DISTRICT,56,5941,1422,7363
CHARSADDA DISTRICT,57,6716,1304,8020
CHARSADDA DISTRICT,58,5954,1387,7341
CHARSADDA DISTRICT,59,6557,1420,7977
CHARSADDA DISTRICT,60,5841,1282,7123
CHARSADDA DISTRICT,61,5809,1394,7203
CHARSADDA DISTRICT,62,5066,1173,6239
CHARSADDA DISTRICT,63,5371,1307,6678
CHARSADDA DISTRICT,64,5713,1128,6841
CHARSADDA DISTRICT,65,3912,892,4804
CHARSADDA DISTRICT,66,3675,911,4586
CHARSADDA DISTRICT,67,3716,774,4490
CHARSADDA DISTRICT,68,3441,771,4212
CHARSADDA DISTRICT,69,4153,764,4917
CHARSADDA DISTRICT,70,2881,638,3519
CHARSADDA DISTRICT,71,2628,605,3233
CHARSADDA DISTRICT,72,2259,494,2753
CHARSADDA DISTRICT,73,2368,511,2879
CHARSADDA DISTRICT,74,2274,415,2689
CHARSADDA DISTRICT,>=75,15490,3118,18608
CHINIOT DISTRICT,<1,25391,10153,35544
CHINIOT DISTRICT,1,24666,10718,35384
CHINIOT DISTRICT,2,25927,10336,36263
CHINIOT DISTRICT,3,29004,11312,40316
CHINIOT DISTRICT,4,29889,10856,40745
CHINIOT DISTRICT,5,27954,11176,39130
CHINIOT DISTRICT,6,27431,10770,38201
CHINIOT DISTRICT,7,28012,11708,39720
CHINIOT DISTRICT,8,28077,10541,38618
CHINIOT DISTRICT,9,25856,11305,37161
CHINIOT DISTRICT,10,24568,9450,34018
CHINIOT DISTRICT,11,21170,10610,31780
CHINIOT DISTRICT,12,20533,9035,29568
CHINIOT DISTRICT,13,18977,9545,28522
CHINIOT DISTRICT,14,18526,8700,27226
CHINIOT DISTRICT,15,17995,8750,26745
CHINIOT DISTRICT,16,18062,8715,26777
CHINIOT DISTRICT,17,19565,8783,28348
CHINIOT DISTRICT,18,16582,7988,24570
CHINIOT DISTRICT,19,16164,8610,24774
CHINIOT DISTRICT,20,16836,7428,24264
CHINIOT DISTRICT,21,14838,8282,23120
CHINIOT DISTRICT,22,15121,7482,22603
CHINIOT DISTRICT,23,14308,7678,21986
CHINIOT DISTRICT,24,14470,7425,21895
CHINIOT DISTRICT,25,15721,6863,22584
CHINIOT DISTRICT,26,13828,7465,21293
CHINIOT DISTRICT,27,13979,7342,21321
CHINIOT DISTRICT,28,13408,6760,20168
CHINIOT DISTRICT,29,13926,7299,21225
