district,group,relationship,sex,total_pop,never_married,married,widowed,divorced
LODHRAN DISTRICT,RURAL,Other Relative,Female,27042,3974,19357,3442,269
LODHRAN DISTRICT,RURAL,Other Relative,Transgender,48,48,,,
LODHRAN DISTRICT,RURAL,Non-Relative,Overall,5526,1733,3446,317,30
LODHRAN DISTRICT,RURAL,Non-Relative,Male,2866,1132,1617,102,15
LODHRAN DISTRICT,RURAL,Non-Relative,Female,2654,595,1829,215,15
LODHRAN DISTRICT,RURAL,Non-Relative,Transgender,6,6,,,
LODHRAN DISTRICT,URBAN,Head,Overall,42244,1485,36955,3577,227
LODHRAN DISTRICT,URBAN,Head,Male,35709,1372,32967,1249,121
LODHRAN DISTRICT,URBAN,Head,Female,6520,98,3988,2328,106
LODHRAN DISTRICT,URBAN,Head,Transgender,15,15,,,
LODHRAN DISTRICT,URBAN,Spouse,Overall,34816,,34816,,
LODHRAN DISTRICT,URBAN,Spouse,Male,2182,,2182,,
LODHRAN DISTRICT,URBAN,Spouse,Female,32634,,32634,,
LODHRAN DISTRICT,URBAN,Son/Daughter,Overall,47570,37858,9096,257,359
LODHRAN DISTRICT,URBAN,Son/Daughter,Male,30065,21627,8228,110,100
LODHRAN DISTRICT,URBAN,Son/Daughter,Female,17502,16228,868,147,259
LODHRAN DISTRICT,URBAN,Son/Daughter,Transgender,3,3,,,
LODHRAN DISTRICT,URBAN,Daughter / Son In Law,Overall,9632,,9548,79,5
LODHRAN DISTRICT,URBAN,Daughter / Son In Law,Male,212,,211,1,
LODHRAN DISTRICT,URBAN,Daughter / Son In Law,Female,9420,,9337,78,5
LODHRAN DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,1511,1321,186,3,1
LODHRAN DISTRICT,URBAN,Grand Son / Grand Daughter,Male,816,710,104,2,
LODHRAN DISTRICT,URBAN,Grand Son / Grand Daughter,Female,695,611,82,1,1
LODHRAN DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
LODHRAN DISTRICT,URBAN,Father/Mother,Overall,6456,,2656,3761,39
LODHRAN DISTRICT,URBAN,Father/Mother,Male,1642,,1179,460,3
LODHRAN DISTRICT,URBAN,Father/Mother,Female,4814,,1477,3301,36
LODHRAN DISTRICT,URBAN,Brother / Sister,Overall,8657,5385,2778,286,208
LODHRAN DISTRICT,URBAN,Brother / Sister,Male,5756,3197,2397,98,64
LODHRAN DISTRICT,URBAN,Brother / Sister,Female,2900,2187,381,188,144
LODHRAN DISTRICT,URBAN,Brother / Sister,Transgender,1,1,,,
LODHRAN DISTRICT,URBAN,Other Relative,Overall,7464,2128,4488,772,76
LODHRAN DISTRICT,URBAN,Other Relative,Male,2214,1189,863,132,30
LODHRAN DISTRICT,URBAN,Other Relative,Female,5242,931,3625,640,46
LODHRAN DISTRICT,URBAN,Other Relative,Transgender,8,8,,,
LODHRAN DISTRICT,URBAN,Non-Relative,Overall,1999,1379,567,47,6
LODHRAN DISTRICT,URBAN,Non-Relative,Male,1220,909,291,18,2
LODHRAN DISTRICT,URBAN,Non-Relative,Female,765,456,276,29,4
LODHRAN DISTRICT,URBAN,Non-Relative,Transgender,14,14,,,
VEHARI DISTRICT,OVERALL,Head,Overall,459074,13272,399642,43230,2930
VEHARI DISTRICT,OVERALL,Head,Male,399394,12329,366083,19349,1633
VEHARI DISTRICT,OVERALL,Head,Female,59599,862,33559,23881,1297
VEHARI DISTRICT,OVERALL,Head,Transgender,81,81,,,
VEHARI DISTRICT,OVERALL,Spouse,Overall,377645,,377645,,
VEHARI DISTRICT,OVERALL,Spouse,Male,15162,,15162,,
VEHARI DISTRICT,OVERALL,Spouse,Female,362483,,362483,,
VEHARI DISTRICT,OVERALL,Son/Daughter,Overall,537620,405663,122785,3599,5573
VEHARI DISTRICT,OVERALL,Son/Daughter,Male,346363,230950,111947,1851,1615
VEHARI DISTRICT,OVERALL,Son/Daughter,Female,191234,174690,10838,1748,3958
VEHARI DISTRICT,OVERALL,Son/Daughter,Transgender,23,23,,,
VEHARI DISTRICT,OVERALL,Daughter / Son In Law,Overall,131952,,130832,1091,29
VEHARI DISTRICT,OVERALL,Daughter / Son In Law,Male,2716,,2688,25,3
VEHARI DISTRICT,OVERALL,Daughter / Son In Law,Female,129236,,128144,1066,26
VEHARI DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,19400,17221,2093,32,54
VEHARI DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,10682,9270,1388,7,17
VEHARI DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,8710,7943,705,25,37
VEHARI DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,8,8,,,
VEHARI DISTRICT,OVERALL,Father/Mother,Overall,69329,,26913,41929,487
VEHARI DISTRICT,OVERALL,Father/Mother,Male,17979,,11639,6287,53
VEHARI DISTRICT,OVERALL,Father/Mother,Female,51350,,15274,35642,434
VEHARI DISTRICT,OVERALL,Brother / Sister,Overall,85190,47802,30323,3747,3318
VEHARI DISTRICT,OVERALL,Brother / Sister,Male,55840,27408,26029,1539,864
VEHARI DISTRICT,OVERALL,Brother / Sister,Female,29312,20356,4294,2208,2454
VEHARI DISTRICT,OVERALL,Brother / Sister,Transgender,38,38,,,
VEHARI DISTRICT,OVERALL,Other Relative,Overall,77977,21402,46929,8681,965
VEHARI DISTRICT,OVERALL,Other Relative,Male,22970,11873,8776,2033,288
VEHARI DISTRICT,OVERALL,Other Relative,Female,54918,9440,38153,6648,677
VEHARI DISTRICT,OVERALL,Other Relative,Transgender,89,89,,,
VEHARI DISTRICT,OVERALL,Non-Relative,Overall,15178,7229,7174,631,144
VEHARI DISTRICT,OVERALL,Non-Relative,Male,9702,5154,4215,263,70
VEHARI DISTRICT,OVERALL,Non-Relative,Female,5419,2018,2959,368,74
VEHARI DISTRICT,OVERALL,Non-Relative,Transgender,57,57,,,
VEHARI DISTRICT,RURAL,Head,Overall,378148,10509,330671,34553,2415
VEHARI DISTRICT,RURAL,Head,Male,330472,9785,303244,16067,1376
VEHARI DISTRICT,RURAL,Head,Female,47634,682,27427,18486,1039
VEHARI DISTRICT,RURAL,Head,Transgender,42,42,,,
VEHARI DISTRICT,RURAL,Spouse,Overall,313364,,313364,,
VEHARI DISTRICT,RURAL,Spouse,Male,12857,,12857,,
VEHARI DISTRICT,RURAL,Spouse,Female,300507,,300507,,
VEHARI DISTRICT,RURAL,Son/Daughter,Overall,431112,322188,101274,2980,4670
VEHARI DISTRICT,RURAL,Son/Daughter,Male,279849,184471,92463,1554,1361
VEHARI DISTRICT,RURAL,Son/Daughter,Female,151247,137701,8811,1426,3309
VEHARI DISTRICT,RURAL,Son/Daughter,Transgender,16,16,,,
VEHARI DISTRICT,RURAL,Daughter / Son In Law,Overall,109544,,108638,885,21
VEHARI DISTRICT,RURAL,Daughter / Son In Law,Male,2177,,2158,16,3
VEHARI DISTRICT,RURAL,Daughter / Son In Law,Female,107367,,106480,869,18
VEHARI DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,15715,13868,1776,26,45
VEHARI DISTRICT,RURAL,Grand Son / Grand Daughter,Male,8737,7527,1189,6,15
VEHARI DISTRICT,RURAL,Grand Son / Grand Daughter,Female,6970,6333,587,20,30
VEHARI DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,8,8,,,
VEHARI DISTRICT,RURAL,Father/Mother,Overall,58673,,23219,35025,429
VEHARI DISTRICT,RURAL,Father/Mother,Male,15574,,10133,5393,48
VEHARI DISTRICT,RURAL,Father/Mother,Female,43099,,13086,29632,381
VEHARI DISTRICT,RURAL,Brother / Sister,Overall,69281,38272,24960,3172,2877
VEHARI DISTRICT,RURAL,Brother / Sister,Male,45493,21957,21473,1317,746
VEHARI DISTRICT,RURAL,Brother / Sister,Female,23755,16282,3487,1855,2131
VEHARI DISTRICT,RURAL,Brother / Sister,Transgender,33,33,,,
VEHARI DISTRICT,RURAL,Other Relative,Overall,64528,17176,39249,7291,812
VEHARI DISTRICT,RURAL,Other Relative,Male,18897,9516,7411,1733,237
VEHARI DISTRICT,RURAL,Other Relative,Female,45559,7588,31838,5558,575
VEHARI DISTRICT,RURAL,Other Relative,Transgender,72,72,,,
VEHARI DISTRICT,RURAL,Non-Relative,Overall,10350,4360,5329,540,121
VEHARI DISTRICT,RURAL,Non-Relative,Male,6470,3278,2900,230,62
VEHARI DISTRICT,RURAL,Non-Relative,Female,3845,1047,2429,310,59
VEHARI DISTRICT,RURAL,Non-Relative,Transgender,35,35,,,
VEHARI DISTRICT,URBAN,Head,Overall,80926,2763,68971,8677,515
VEHARI DISTRICT,URBAN,Head,Male,68922,2544,62839,3282,257
VEHARI DISTRICT,URBAN,Head,Female,11965,180,6132,5395,258
VEHARI DISTRICT,URBAN,Head,Transgender,39,39,,,
VEHARI DISTRICT,URBAN,Spouse,Overall,64281,,64281,,
VEHARI DISTRICT,URBAN,Spouse,Male,2305,,2305,,
VEHARI DISTRICT,URBAN,Spouse,Female,61976,,61976,,
VEHARI DISTRICT,URBAN,Son/Daughter,Overall,106508,83475,21511,619,903
VEHARI DISTRICT,URBAN,Son/Daughter,Male,66514,46479,19484,297,254
VEHARI DISTRICT,URBAN,Son/Daughter,Female,39987,36989,2027,322,649
VEHARI DISTRICT,URBAN,Son/Daughter,Transgender,7,7,,,
VEHARI DISTRICT,URBAN,Daughter / Son In Law,Overall,22408,,22194,206,8
VEHARI DISTRICT,URBAN,Daughter / Son In Law,Male,539,,530,9,
VEHARI DISTRICT,URBAN,Daughter / Son In Law,Female,21869,,21664,197,8
VEHARI DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,3685,3353,317,6,9
VEHARI DISTRICT,URBAN,Grand Son / Grand Daughter,Male,1945,1743,199,1,2
VEHARI DISTRICT,URBAN,Grand Son / Grand Daughter,Female,1740,1610,118,5,7
VEHARI DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
VEHARI DISTRICT,URBAN,Father/Mother,Overall,10656,,3694,6904,58
VEHARI DISTRICT,URBAN,Father/Mother,Male,2405,,1506,894,5
VEHARI DISTRICT,URBAN,Father/Mother,Female,8251,,2188,6010,53
VEHARI DISTRICT,URBAN,Brother / Sister,Overall,15909,9530,5363,575,441
VEHARI DISTRICT,URBAN,Brother / Sister,Male,10347,5451,4556,222,118
VEHARI DISTRICT,URBAN,Brother / Sister,Female,5557,4074,807,353,323
VEHARI DISTRICT,URBAN,Brother / Sister,Transgender,5,5,,,
VEHARI DISTRICT,URBAN,Other Relative,Overall,13449,4226,7680,1390,153
VEHARI DISTRICT,URBAN,Other Relative,Male,4073,2357,1365,300,51
VEHARI DISTRICT,URBAN,Other Relative,Female,9359,1852,6315,1090,102
VEHARI DISTRICT,URBAN,Other Relative,Transgender,17,17,,,
VEHARI DISTRICT,URBAN,Non-Relative,Overall,4828,2869,1845,91,23
VEHARI DISTRICT,URBAN,Non-Relative,Male,3232,1876,1315,33,8
VEHARI DISTRICT,URBAN,Non-Relative,Female,1574,971,530,58,15
VEHARI DISTRICT,URBAN,Non-Relative,Transgender,22,22,,,
JACOBABAD DISTRICT,OVERALL,Head,Overall,176435,3371,161358,11555,151
JACOBABAD DISTRICT,OVERALL,Head,Male,161209,3104,155412,2617,76
JACOBABAD DISTRICT,OVERALL,Head,Female,15210,251,5946,8938,75
JACOBABAD DISTRICT,OVERALL,Head,Transgender,16,16,,,
JACOBABAD DISTRICT,OVERALL,Spouse,Overall,165431,,165431,,
JACOBABAD DISTRICT,OVERALL,Spouse,Male,3805,,3805,,
JACOBABAD DISTRICT,OVERALL,Spouse,Female,161626,,161626,,
JACOBABAD DISTRICT,OVERALL,Son/Daughter,Overall,108833,95553,12480,634,166
JACOBABAD DISTRICT,OVERALL,Son/Daughter,Male,70181,58846,11136,170,29
JACOBABAD DISTRICT,OVERALL,Son/Daughter,Female,38637,36692,1344,464,137
JACOBABAD DISTRICT,OVERALL,Son/Daughter,Transgender,15,15,,,
JACOBABAD DISTRICT,OVERALL,Daughter / Son In Law,Overall,11817,,11568,245,4
JACOBABAD DISTRICT,OVERALL,Daughter / Son In Law,Male,418,,411,7,
JACOBABAD DISTRICT,OVERALL,Daughter / Son In Law,Female,11399,,11157,238,4
JACOBABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,1896,1485,401,6,4
JACOBABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,1161,894,267,,
JACOBABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,734,590,134,6,4
JACOBABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,1,1,,,
JACOBABAD DISTRICT,OVERALL,Father/Mother,Overall,13255,,3827,9390,38
JACOBABAD DISTRICT,OVERALL,Father/Mother,Male,2120,,1512,606,2
JACOBABAD DISTRICT,OVERALL,Father/Mother,Female,11135,,2315,8784,36
JACOBABAD DISTRICT,OVERALL,Brother / Sister,Overall,15924,10023,4878,932,91
JACOBABAD DISTRICT,OVERALL,Brother / Sister,Male,10916,6598,4155,151,12
JACOBABAD DISTRICT,OVERALL,Brother / Sister,Female,4997,3414,723,781,79
JACOBABAD DISTRICT,OVERALL,Brother / Sister,Transgender,11,11,,,
JACOBABAD DISTRICT,OVERALL,Other Relative,Overall,16101,4589,8963,2511,38
JACOBABAD DISTRICT,OVERALL,Other Relative,Male,5682,2787,2622,264,9
JACOBABAD DISTRICT,OVERALL,Other Relative,Female,10315,1698,6341,2247,29
JACOBABAD DISTRICT,OVERALL,Other Relative,Transgender,104,104,,,
JACOBABAD DISTRICT,OVERALL,Non-Relative,Overall,8676,2361,5821,477,17
JACOBABAD DISTRICT,OVERALL,Non-Relative,Male,4457,1579,2818,58,2
JACOBABAD DISTRICT,OVERALL,Non-Relative,Female,4204,767,3003,419,15
JACOBABAD DISTRICT,OVERALL,Non-Relative,Transgender,15,15,,,
JACOBABAD DISTRICT,RURAL,Head,Overall,124088,2129,114014,7873,72
JACOBABAD DISTRICT,RURAL,Head,Male,112884,1951,109196,1708,29
JACOBABAD DISTRICT,RURAL,Head,Female,11202,176,4818,6165,43
JACOBABAD DISTRICT,RURAL,Head,Transgender,2,2,,,
JACOBABAD DISTRICT,RURAL,Spouse,Overall,117844,,117844,,
JACOBABAD DISTRICT,RURAL,Spouse,Male,3091,,3091,,
JACOBABAD DISTRICT,RURAL,Spouse,Female,114753,,114753,,
JACOBABAD DISTRICT,RURAL,Son/Daughter,Overall,65769,56387,8898,409,75
JACOBABAD DISTRICT,RURAL,Son/Daughter,Male,44155,36016,8010,113,16
JACOBABAD DISTRICT,RURAL,Son/Daughter,Female,21606,20363,888,296,59
JACOBABAD DISTRICT,RURAL,Son/Daughter,Transgender,8,8,,,
JACOBABAD DISTRICT,RURAL,Daughter / Son In Law,Overall,8521,,8348,171,2
JACOBABAD DISTRICT,RURAL,Daughter / Son In Law,Male,288,,281,7,
JACOBABAD DISTRICT,RURAL,Daughter / Son In Law,Female,8233,,8067,164,2
JACOBABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,1186,874,305,5,2
JACOBABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Male,764,554,210,,
JACOBABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Female,422,320,95,5,2
JACOBABAD DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
JACOBABAD DISTRICT,RURAL,Father/Mother,Overall,8598,,2635,5937,26
JACOBABAD DISTRICT,RURAL,Father/Mother,Male,1414,,1011,402,1
JACOBABAD DISTRICT,RURAL,Father/Mother,Female,7184,,1624,5535,25
JACOBABAD DISTRICT,RURAL,Brother / Sister,Overall,8799,5105,3114,541,39
JACOBABAD DISTRICT,RURAL,Brother / Sister,Male,6333,3589,2652,88,4
JACOBABAD DISTRICT,RURAL,Brother / Sister,Female,2464,1514,462,453,35
JACOBABAD DISTRICT,RURAL,Brother / Sister,Transgender,2,2,,,
JACOBABAD DISTRICT,RURAL,Other Relative,Overall,10237,2626,5966,1622,23
JACOBABAD DISTRICT,RURAL,Other Relative,Male,3571,1636,1756,174,5
JACOBABAD DISTRICT,RURAL,Other Relative,Female,6605,929,4210,1448,18
JACOBABAD DISTRICT,RURAL,Other Relative,Transgender,61,61,,,
JACOBABAD DISTRICT,RURAL,Non-Relative,Overall,6787,1644,4761,373,9
JACOBABAD DISTRICT,RURAL,Non-Relative,Male,3377,1082,2248,46,1
JACOBABAD DISTRICT,RURAL,Non-Relative,Female,3405,557,2513,327,8
JACOBABAD DISTRICT,RURAL,Non-Relative,Transgender,5,5,,,
JACOBABAD DISTRICT,URBAN,Head,Overall,52347,1242,47344,3682,79
JACOBABAD DISTRICT,URBAN,Head,Male,48325,1153,46216,909,47
JACOBABAD DISTRICT,URBAN,Head,Female,4008,75,1128,2773,32
JACOBABAD DISTRICT,URBAN,Head,Transgender,14,14,,,
JACOBABAD DISTRICT,URBAN,Spouse,Overall,47587,,47587,,
JACOBABAD DISTRICT,URBAN,Spouse,Male,714,,714,,
JACOBABAD DISTRICT,URBAN,Spouse,Female,46873,,46873,,
JACOBABAD DISTRICT,URBAN,Son/Daughter,Overall,43064,39166,3582,225,91
JACOBABAD DISTRICT,URBAN,Son/Daughter,Male,26026,22830,3126,57,13
JACOBABAD DISTRICT,URBAN,Son/Daughter,Female,17031,16329,456,168,78
JACOBABAD DISTRICT,URBAN,Son/Daughter,Transgender,7,7,,,
JACOBABAD DISTRICT,URBAN,Daughter / Son In Law,Overall,3296,,3220,74,2
JACOBABAD DISTRICT,URBAN,Daughter / Son In Law,Male,130,,130,,
JACOBABAD DISTRICT,URBAN,Daughter / Son In Law,Female,3166,,3090,74,2
JACOBABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,710,611,96,1,2
JACOBABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Male,397,340,57,,
JACOBABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Female,312,270,39,1,2
JACOBABAD DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,1,1,,,
JACOBABAD DISTRICT,URBAN,Father/Mother,Overall,4657,,1192,3453,12
JACOBABAD DISTRICT,URBAN,Father/Mother,Male,706,,501,204,1
JACOBABAD DISTRICT,URBAN,Father/Mother,Female,3951,,691,3249,11
JACOBABAD DISTRICT,URBAN,Brother / Sister,Overall,7125,4918,1764,391,52
JACOBABAD DISTRICT,URBAN,Brother / Sister,Male,4583,3009,1503,63,8
JACOBABAD DISTRICT,URBAN,Brother / Sister,Female,2533,1900,261,328,44
JACOBABAD DISTRICT,URBAN,Brother / Sister,Transgender,9,9,,,
JACOBABAD DISTRICT,URBAN,Other Relative,Overall,5864,1963,2997,889,15
JACOBABAD DISTRICT,URBAN,Other Relative,Male,2111,1151,866,90,4
JACOBABAD DISTRICT,URBAN,Other Relative,Female,3710,769,2131,799,11
JACOBABAD DISTRICT,URBAN,Other Relative,Transgender,43,43,,,
JACOBABAD DISTRICT,URBAN,Non-Relative,Overall,1889,717,1060,104,8
JACOBABAD DISTRICT,URBAN,Non-Relative,Male,1080,497,570,12,1
JACOBABAD DISTRICT,URBAN,Non-Relative,Female,799,210,490,92,7
JACOBABAD DISTRICT,URBAN,Non-Relative,Transgender,10,10,,,
KASHMOR DISTRICT,OVERALL,Head,Overall,183061,3251,172942,6777,91
KASHMOR DISTRICT,OVERALL,Head,Male,171370,3000,166399,1913,58
KASHMOR DISTRICT,OVERALL,Head,Female,11683,243,6543,4864,33
KASHMOR DISTRICT,OVERALL,Head,Transgender,8,8,,,
KASHMOR DISTRICT,OVERALL,Spouse,Overall,182349,,182349,,
KASHMOR DISTRICT,OVERALL,Spouse,Male,4447,,4447,,
KASHMOR DISTRICT,OVERALL,Spouse,Female,177902,,177902,,
KASHMOR DISTRICT,OVERALL,Son/Daughter,Overall,97956,81525,15801,488,142
KASHMOR DISTRICT,OVERALL,Son/Daughter,Male,68553,53770,14584,161,38
KASHMOR DISTRICT,OVERALL,Son/Daughter,Female,29397,27749,1217,327,104
KASHMOR DISTRICT,OVERALL,Son/Daughter,Transgender,6,6,,,
KASHMOR DISTRICT,OVERALL,Daughter / Son In Law,Overall,16906,,16685,210,11
KASHMOR DISTRICT,OVERALL,Daughter / Son In Law,Male,469,,454,12,3
KASHMOR DISTRICT,OVERALL,Daughter / Son In Law,Female,16437,,16231,198,8
KASHMOR DISTRICT,OVERALL,Grand Son / Grand Daughter,Overall,1914,1443,467,3,1
KASHMOR DISTRICT,OVERALL,Grand Son / Grand Daughter,Male,1262,934,327,1,
KASHMOR DISTRICT,OVERALL,Grand Son / Grand Daughter,Female,652,509,140,2,1
KASHMOR DISTRICT,OVERALL,Grand Son / Grand Daughter,Transgender,,,,,
KASHMOR DISTRICT,OVERALL,Father/Mother,Overall,13897,,4959,8907,31
KASHMOR DISTRICT,OVERALL,Father/Mother,Male,2717,,2095,621,1
KASHMOR DISTRICT,OVERALL,Father/Mother,Female,11180,,2864,8286,30
KASHMOR DISTRICT,OVERALL,Brother / Sister,Overall,15948,8608,6613,658,69
KASHMOR DISTRICT,OVERALL,Brother / Sister,Male,12411,6378,5856,168,9
KASHMOR DISTRICT,OVERALL,Brother / Sister,Female,3529,2222,757,490,60
KASHMOR DISTRICT,OVERALL,Brother / Sister,Transgender,8,8,,,
KASHMOR DISTRICT,OVERALL,Other Relative,Overall,19534,4494,13021,1995,24
KASHMOR DISTRICT,OVERALL,Other Relative,Male,7007,3062,3739,203,3
KASHMOR DISTRICT,OVERALL,Other Relative,Female,12443,1348,9282,1792,21
KASHMOR DISTRICT,OVERALL,Other Relative,Transgender,84,84,,,
KASHMOR DISTRICT,OVERALL,Non-Relative,Overall,11214,2588,8207,412,7
KASHMOR DISTRICT,OVERALL,Non-Relative,Male,5876,1796,4002,76,2
KASHMOR DISTRICT,OVERALL,Non-Relative,Female,5329,783,4205,336,5
KASHMOR DISTRICT,OVERALL,Non-Relative,Transgender,9,9,,,
KASHMOR DISTRICT,RURAL,Head,Overall,139324,2364,131975,4923,62
KASHMOR DISTRICT,RURAL,Head,Male,129993,2162,126457,1334,40
KASHMOR DISTRICT,RURAL,Head,Female,9329,200,5518,3589,22
KASHMOR DISTRICT,RURAL,Head,Transgender,2,2,,,
KASHMOR DISTRICT,RURAL,Spouse,Overall,140705,,140705,,
KASHMOR DISTRICT,RURAL,Spouse,Male,3816,,3816,,
KASHMOR DISTRICT,RURAL,Spouse,Female,136889,,136889,,
KASHMOR DISTRICT,RURAL,Son/Daughter,Overall,65859,53278,12173,320,88
KASHMOR DISTRICT,RURAL,Son/Daughter,Male,48214,36768,11310,112,24
KASHMOR DISTRICT,RURAL,Son/Daughter,Female,17639,16504,863,208,64
KASHMOR DISTRICT,RURAL,Son/Daughter,Transgender,6,6,,,
KASHMOR DISTRICT,RURAL,Daughter / Son In Law,Overall,13290,,13122,160,8
KASHMOR DISTRICT,RURAL,Daughter / Son In Law,Male,365,,352,10,3
KASHMOR DISTRICT,RURAL,Daughter / Son In Law,Female,12925,,12770,150,5
KASHMOR DISTRICT,RURAL,Grand Son / Grand Daughter,Overall,1361,985,373,3,
KASHMOR DISTRICT,RURAL,Grand Son / Grand Daughter,Male,903,644,258,1,
KASHMOR DISTRICT,RURAL,Grand Son / Grand Daughter,Female,458,341,115,2,
KASHMOR DISTRICT,RURAL,Grand Son / Grand Daughter,Transgender,,,,,
KASHMOR DISTRICT,RURAL,Father/Mother,Overall,10108,,3972,6112,24
KASHMOR DISTRICT,RURAL,Father/Mother,Male,2188,,1731,456,1
KASHMOR DISTRICT,RURAL,Father/Mother,Female,7920,,2241,5656,23
KASHMOR DISTRICT,RURAL,Brother / Sister,Overall,11053,5383,5187,443,40
KASHMOR DISTRICT,RURAL,Brother / Sister,Male,9033,4236,4672,119,6
KASHMOR DISTRICT,RURAL,Brother / Sister,Female,2013,1140,515,324,34
KASHMOR DISTRICT,RURAL,Brother / Sister,Transgender,7,7,,,
KASHMOR DISTRICT,RURAL,Other Relative,Overall,15222,3237,10465,1501,19
KASHMOR DISTRICT,RURAL,Other Relative,Male,5369,2213,2992,162,2
KASHMOR DISTRICT,RURAL,Other Relative,Female,9796,967,7473,1339,17
KASHMOR DISTRICT,RURAL,Other Relative,Transgender,57,57,,,
KASHMOR DISTRICT,RURAL,Non-Relative,Overall,8661,1866,6483,310,2
KASHMOR DISTRICT,RURAL,Non-Relative,Male,4439,1297,3085,56,1
KASHMOR DISTRICT,RURAL,Non-Relative,Female,4218,565,3398,254,1
KASHMOR DISTRICT,RURAL,Non-Relative,Transgender,4,4,,,
KASHMOR DISTRICT,URBAN,Head,Overall,43737,887,40967,1854,29
KASHMOR DISTRICT,URBAN,Head,Male,41377,838,39942,579,18
KASHMOR DISTRICT,URBAN,Head,Female,2354,43,1025,1275,11
KASHMOR DISTRICT,URBAN,Head,Transgender,6,6,,,
KASHMOR DISTRICT,URBAN,Spouse,Overall,41644,,41644,,
KASHMOR DISTRICT,URBAN,Spouse,Male,631,,631,,
KASHMOR DISTRICT,URBAN,Spouse,Female,41013,,41013,,
KASHMOR DISTRICT,URBAN,Son/Daughter,Overall,32097,28247,3628,168,54
KASHMOR DISTRICT,URBAN,Son/Daughter,Male,20339,17002,3274,49,14
KASHMOR DISTRICT,URBAN,Son/Daughter,Female,11758,11245,354,119,40
KASHMOR DISTRICT,URBAN,Son/Daughter,Transgender,,,,,
KASHMOR DISTRICT,URBAN,Daughter / Son In Law,Overall,3616,,3563,50,3
KASHMOR DISTRICT,URBAN,Daughter / Son In Law,Male,104,,102,2,
KASHMOR DISTRICT,URBAN,Daughter / Son In Law,Female,3512,,3461,48,3
KASHMOR DISTRICT,URBAN,Grand Son / Grand Daughter,Overall,553,458,94,,1
KASHMOR DISTRICT,URBAN,Grand Son / Grand Daughter,Male,359,290,69,,
KASHMOR DISTRICT,URBAN,Grand Son / Grand Daughter,Female,194,168,25,,1
KASHMOR DISTRICT,URBAN,Grand Son / Grand Daughter,Transgender,,,,,
KASHMOR DISTRICT,URBAN,Father/Mother,Overall,3789,,987,2795,7
KASHMOR DISTRICT,URBAN,Father/Mother,Male,529,,364,165,
KASHMOR DISTRICT,URBAN,Father/Mother,Female,3260,,623,2630,7
KASHMOR DISTRICT,URBAN,Brother / Sister,Overall,4895,3225,1426,215,29
KASHMOR DISTRICT,URBAN,Brother / Sister,Male,3378,2142,1184,49,3
KASHMOR DISTRICT,URBAN,Brother / Sister,Female,1516,1082,242,166,26
KASHMOR DISTRICT,URBAN,Brother / Sister,Transgender,1,1,,,
KASHMOR DISTRICT,URBAN,Other Relative,Overall,4312,1257,2556,494,5
KASHMOR DISTRICT,URBAN,Other Relative,Male,1638,849,747,41,1
KASHMOR DISTRICT,URBAN,Other Relative,Female,2647,381,1809,453,4
KASHMOR DISTRICT,URBAN,Other Relative,Transgender,27,27,,,
KASHMOR DISTRICT,URBAN,Non-Relative,Overall,2553,722,1724,102,5
KASHMOR DISTRICT,URBAN,Non-Relative,Male,1437,499,917,20,1
KASHMOR DISTRICT,URBAN,Non-Relative,Female,1111,218,807,82,4
KASHMOR DISTRICT,URBAN,Non-Relative,Transgender,5,5,,,
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Head,Overall,218166,4534,201654,11813,165
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Head,Male,196999,4199,189695,3034,71
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Head,Female,21153,321,11959,8779,94
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Head,Transgender,14,14,,,
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Spouse,Overall,205620,,205620,,
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Spouse,Male,6882,,6882,,
KAMBAR SHAHDAD KOT DISTRICT,OVERALL,Spouse,Female,198738,,198738,,
