district,group,relationship,total_pop,never_married,married,widowed,divorced
SUKKUR DISTRICT,URBAN,Father/Mother,11601,,3456,8109,36
SUKKUR DISTRICT,URBAN,Brother / Sister,19290,13655,4717,714,204
SUKKUR DISTRICT,URBAN,Other Relative,14992,4833,8623,1495,41
SUKKUR DISTRICT,URBAN,Non-Relative,19737,5579,13760,380,18
BADIN DISTRICT,OVERALL,Head,357488,6950,324375,25601,562
BADIN DISTRICT,OVERALL,Spouse,325519,,325519,,
BADIN DISTRICT,OVERALL,Son/Daughter,220284,197794,20812,1069,609
BADIN DISTRICT,OVERALL,Daughter / Son In Law,19012,,18721,282,9
BADIN DISTRICT,OVERALL,Grand Son / Grand Daughter,2763,2091,632,29,11
BADIN DISTRICT,OVERALL,Father/Mother,18589,,4605,13915,69
BADIN DISTRICT,OVERALL,Brother / Sister,22449,15573,5484,1146,246
BADIN DISTRICT,OVERALL,Other Relative,19453,5709,10689,2978,77
BADIN DISTRICT,OVERALL,Non-Relative,12513,3529,8367,600,17
BADIN DISTRICT,RURAL,Head,281249,5402,255481,19987,379
BADIN DISTRICT,RURAL,Spouse,256788,,256788,,
BADIN DISTRICT,RURAL,Son/Daughter,161213,143787,16193,792,441
BADIN DISTRICT,RURAL,Daughter / Son In Law,14940,,14717,217,6
BADIN DISTRICT,RURAL,Grand Son / Grand Daughter,1996,1453,512,22,9
BADIN DISTRICT,RURAL,Father/Mother,13928,,3504,10374,50
BADIN DISTRICT,RURAL,Brother / Sister,15674,10663,4012,839,160
BADIN DISTRICT,RURAL,Other Relative,13898,3740,7850,2264,44
BADIN DISTRICT,RURAL,Non-Relative,9221,2444,6299,466,12
BADIN DISTRICT,URBAN,Head,76239,1548,68894,5614,183
BADIN DISTRICT,URBAN,Spouse,68731,,68731,,
BADIN DISTRICT,URBAN,Son/Daughter,59071,54007,4619,277,168
BADIN DISTRICT,URBAN,Daughter / Son In Law,4072,,4004,65,3
BADIN DISTRICT,URBAN,Grand Son / Grand Daughter,767,638,120,7,2
BADIN DISTRICT,URBAN,Father/Mother,4661,,1101,3541,19
BADIN DISTRICT,URBAN,Brother / Sister,6775,4910,1472,307,86
BADIN DISTRICT,URBAN,Other Relative,5555,1969,2839,714,33
BADIN DISTRICT,URBAN,Non-Relative,3292,1085,2068,134,5
DADU DISTRICT,OVERALL,Head,284416,6388,257843,19891,294
DADU DISTRICT,OVERALL,Spouse,257773,,257773,,
DADU DISTRICT,OVERALL,Son/Daughter,222358,204534,16538,919,367
DADU DISTRICT,OVERALL,Daughter / Son In Law,14909,,14585,319,5
DADU DISTRICT,OVERALL,Grand Son / Grand Daughter,2958,2442,502,13,1
DADU DISTRICT,OVERALL,Father/Mother,18324,,4658,13624,42
DADU DISTRICT,OVERALL,Brother / Sister,25207,18058,5806,1161,182
DADU DISTRICT,OVERALL,Other Relative,19021,6339,9972,2649,61
DADU DISTRICT,OVERALL,Non-Relative,12489,3998,7994,480,17
DADU DISTRICT,RURAL,Head,215724,4488,195739,15316,181
DADU DISTRICT,RURAL,Spouse,196459,,196459,,
DADU DISTRICT,RURAL,Son/Daughter,158173,145431,11830,675,237
DADU DISTRICT,RURAL,Daughter / Son In Law,10795,,10561,231,3
DADU DISTRICT,RURAL,Grand Son / Grand Daughter,2025,1635,380,9,1
DADU DISTRICT,RURAL,Father/Mother,12864,,3201,9636,27
DADU DISTRICT,RURAL,Brother / Sister,16180,11411,3886,777,106
DADU DISTRICT,RURAL,Other Relative,13134,4183,6988,1919,44
DADU DISTRICT,RURAL,Non-Relative,8117,2331,5452,326,8
DADU DISTRICT,URBAN,Head,68692,1900,62104,4575,113
DADU DISTRICT,URBAN,Spouse,61314,,61314,,
DADU DISTRICT,URBAN,Son/Daughter,64185,59103,4708,244,130
DADU DISTRICT,URBAN,Daughter / Son In Law,4114,,4024,88,2
DADU DISTRICT,URBAN,Grand Son / Grand Daughter,933,807,122,4,
DADU DISTRICT,URBAN,Father/Mother,5460,,1457,3988,15
DADU DISTRICT,URBAN,Brother / Sister,9027,6647,1920,384,76
DADU DISTRICT,URBAN,Other Relative,5887,2156,2984,730,17
DADU DISTRICT,URBAN,Non-Relative,4372,1667,2542,154,9
HYDERABAD DISTRICT,OVERALL,Head,430882,15165,375485,38363,1869
HYDERABAD DISTRICT,OVERALL,Spouse,367712,,367712,,
HYDERABAD DISTRICT,OVERALL,Son/Daughter,423142,384710,34245,1971,2216
HYDERABAD DISTRICT,OVERALL,Daughter / Son In Law,30072,,29573,491,8
HYDERABAD DISTRICT,OVERALL,Grand Son / Grand Daughter,6237,5642,551,24,20
HYDERABAD DISTRICT,OVERALL,Father/Mother,30287,,8358,21823,106
HYDERABAD DISTRICT,OVERALL,Brother / Sister,57688,42700,11839,2110,1039
HYDERABAD DISTRICT,OVERALL,Other Relative,40100,16923,18902,3992,283
HYDERABAD DISTRICT,OVERALL,Non-Relative,42176,19704,21392,976,104
HYDERABAD DISTRICT,RURAL,Head,72091,2456,63729,5748,158
HYDERABAD DISTRICT,RURAL,Spouse,63408,,63408,,
HYDERABAD DISTRICT,RURAL,Son/Daughter,51896,46261,5192,234,209
HYDERABAD DISTRICT,RURAL,Daughter / Son In Law,4529,,4441,85,3
HYDERABAD DISTRICT,RURAL,Grand Son / Grand Daughter,639,519,112,6,2
HYDERABAD DISTRICT,RURAL,Father/Mother,5409,,1338,4049,22
HYDERABAD DISTRICT,RURAL,Brother / Sister,8709,6495,1758,350,106
HYDERABAD DISTRICT,RURAL,Other Relative,6160,2020,3270,836,34
HYDERABAD DISTRICT,RURAL,Non-Relative,3926,1311,2434,171,10
HYDERABAD DISTRICT,URBAN,Head,358791,12709,311756,32615,1711
HYDERABAD DISTRICT,URBAN,Spouse,304304,,304304,,
HYDERABAD DISTRICT,URBAN,Son/Daughter,371246,338449,29053,1737,2007
HYDERABAD DISTRICT,URBAN,Daughter / Son In Law,25543,,25132,406,5
HYDERABAD DISTRICT,URBAN,Grand Son / Grand Daughter,5598,5123,439,18,18
HYDERABAD DISTRICT,URBAN,Father/Mother,24878,,7020,17774,84
HYDERABAD DISTRICT,URBAN,Brother / Sister,48979,36205,10081,1760,933
HYDERABAD DISTRICT,URBAN,Other Relative,33940,14903,15632,3156,249
HYDERABAD DISTRICT,URBAN,Non-Relative,38250,18393,18958,805,94
JAMSHORO DISTRICT,OVERALL,Head,178726,6443,159151,12878,254
JAMSHORO DISTRICT,OVERALL,Spouse,157889,,157889,,
JAMSHORO DISTRICT,OVERALL,Son/Daughter,147427,130844,15495,732,356
JAMSHORO DISTRICT,OVERALL,Daughter / Son In Law,13446,,13263,178,5
JAMSHORO DISTRICT,OVERALL,Grand Son / Grand Daughter,2502,2116,365,15,6
JAMSHORO DISTRICT,OVERALL,Father/Mother,13933,,4698,9199,36
JAMSHORO DISTRICT,OVERALL,Brother / Sister,23580,16156,6378,882,164
JAMSHORO DISTRICT,OVERALL,Other Relative,21295,6886,12206,2144,59
JAMSHORO DISTRICT,OVERALL,Non-Relative,29609,13555,15415,602,37
JAMSHORO DISTRICT,RURAL,Head,102598,3525,91376,7591,106
JAMSHORO DISTRICT,RURAL,Spouse,91559,,91559,,
JAMSHORO DISTRICT,RURAL,Son/Daughter,75468,67670,7277,377,144
JAMSHORO DISTRICT,RURAL,Daughter / Son In Law,6459,,6355,102,2
JAMSHORO DISTRICT,RURAL,Grand Son / Grand Daughter,1162,947,206,8,1
JAMSHORO DISTRICT,RURAL,Father/Mother,7255,,2280,4960,15
JAMSHORO DISTRICT,RURAL,Brother / Sister,11407,7924,2933,488,62
JAMSHORO DISTRICT,RURAL,Other Relative,10788,3415,6064,1282,27
JAMSHORO DISTRICT,RURAL,Non-Relative,21749,10739,10750,237,23
JAMSHORO DISTRICT,URBAN,Head,76128,2918,67775,5287,148
JAMSHORO DISTRICT,URBAN,Spouse,66330,,66330,,
JAMSHORO DISTRICT,URBAN,Son/Daughter,71959,63174,8218,355,212
JAMSHORO DISTRICT,URBAN,Daughter / Son In Law,6987,,6908,76,3
JAMSHORO DISTRICT,URBAN,Grand Son / Grand Daughter,1340,1169,159,7,5
JAMSHORO DISTRICT,URBAN,Father/Mother,6678,,2418,4239,21
JAMSHORO DISTRICT,URBAN,Brother / Sister,12173,8232,3445,394,102
JAMSHORO DISTRICT,URBAN,Other Relative,10507,3471,6142,862,32
JAMSHORO DISTRICT,URBAN,Non-Relative,7860,2816,4665,365,14
MATIARI DISTRICT,OVERALL,Head,142397,4718,127215,10203,261
MATIARI DISTRICT,OVERALL,Spouse,127193,,127193,,
MATIARI DISTRICT,OVERALL,Son/Daughter,114757,102554,11279,551,373
MATIARI DISTRICT,OVERALL,Daughter / Son In Law,10302,,10137,159,6
MATIARI DISTRICT,OVERALL,Grand Son / Grand Daughter,1440,1214,210,10,6
MATIARI DISTRICT,OVERALL,Father/Mother,12258,,2890,9313,55
MATIARI DISTRICT,OVERALL,Brother / Sister,20268,15167,4066,803,232
MATIARI DISTRICT,OVERALL,Other Relative,14079,4663,7514,1836,66
MATIARI DISTRICT,OVERALL,Non-Relative,5341,2172,2913,244,12
MATIARI DISTRICT,RURAL,Head,109888,3204,98679,7845,160
MATIARI DISTRICT,RURAL,Spouse,98959,,98959,,
MATIARI DISTRICT,RURAL,Son/Daughter,83495,75124,7728,398,245
MATIARI DISTRICT,RURAL,Daughter / Son In Law,6980,,6851,124,5
MATIARI DISTRICT,RURAL,Grand Son / Grand Daughter,925,765,149,7,4
MATIARI DISTRICT,RURAL,Father/Mother,8759,,2015,6702,42
MATIARI DISTRICT,RURAL,Brother / Sister,13549,10120,2714,578,137
MATIARI DISTRICT,RURAL,Other Relative,9854,3176,5303,1335,40
MATIARI DISTRICT,RURAL,Non-Relative,3811,1454,2179,174,4
MATIARI DISTRICT,URBAN,Head,32509,1514,28536,2358,101
MATIARI DISTRICT,URBAN,Spouse,28234,,28234,,
MATIARI DISTRICT,URBAN,Son/Daughter,31262,27430,3551,153,128
MATIARI DISTRICT,URBAN,Daughter / Son In Law,3322,,3286,35,1
MATIARI DISTRICT,URBAN,Grand Son / Grand Daughter,515,449,61,3,2
MATIARI DISTRICT,URBAN,Father/Mother,3499,,875,2611,13
MATIARI DISTRICT,URBAN,Brother / Sister,6719,5047,1352,225,95
MATIARI DISTRICT,URBAN,Other Relative,4225,1487,2211,501,26
MATIARI DISTRICT,URBAN,Non-Relative,1530,718,734,70,8
SUJAWAL DISTRICT,OVERALL,Head,152009,4466,136161,11177,205
SUJAWAL DISTRICT,OVERALL,Spouse,136246,,136246,,
SUJAWAL DISTRICT,OVERALL,Son/Daughter,102367,93520,8056,553,238
SUJAWAL DISTRICT,OVERALL,Daughter / Son In Law,7195,,7090,101,4
SUJAWAL DISTRICT,OVERALL,Grand Son / Grand Daughter,1170,907,254,8,1
SUJAWAL DISTRICT,OVERALL,Father/Mother,8778,,2144,6599,35
SUJAWAL DISTRICT,OVERALL,Brother / Sister,11637,8540,2306,703,88
SUJAWAL DISTRICT,OVERALL,Other Relative,9486,2939,4892,1613,42
SUJAWAL DISTRICT,OVERALL,Non-Relative,5931,1906,3675,340,10
SUJAWAL DISTRICT,RURAL,Head,135430,3917,121492,9874,147
SUJAWAL DISTRICT,RURAL,Spouse,121753,,121753,,
SUJAWAL DISTRICT,RURAL,Son/Daughter,87428,79541,7231,481,175
SUJAWAL DISTRICT,RURAL,Daughter / Son In Law,6490,,6405,83,2
SUJAWAL DISTRICT,RURAL,Grand Son / Grand Daughter,1018,774,235,8,1
SUJAWAL DISTRICT,RURAL,Father/Mother,7493,,1873,5594,26
SUJAWAL DISTRICT,RURAL,Brother / Sister,9362,6719,1981,603,59
SUJAWAL DISTRICT,RURAL,Other Relative,8239,2517,4315,1375,32
SUJAWAL DISTRICT,RURAL,Non-Relative,5501,1713,3470,310,8
SUJAWAL DISTRICT,URBAN,Head,16579,549,14669,1303,58
SUJAWAL DISTRICT,URBAN,Spouse,14493,,14493,,
SUJAWAL DISTRICT,URBAN,Son/Daughter,14939,13979,825,72,63
SUJAWAL DISTRICT,URBAN,Daughter / Son In Law,705,,685,18,2
SUJAWAL DISTRICT,URBAN,Grand Son / Grand Daughter,152,133,19,,
SUJAWAL DISTRICT,URBAN,Father/Mother,1285,,271,1005,9
SUJAWAL DISTRICT,URBAN,Brother / Sister,2275,1821,325,100,29
SUJAWAL DISTRICT,URBAN,Other Relative,1247,422,577,238,10
SUJAWAL DISTRICT,URBAN,Non-Relative,430,193,205,30,2
TANDO ALLAHYAR DISTRICT,OVERALL,Head,164181,3001,148892,11980,308
TANDO ALLAHYAR DISTRICT,OVERALL,Spouse,148907,,148907,,
TANDO ALLAHYAR DISTRICT,OVERALL,Son/Daughter,113269,103751,8607,528,383
TANDO ALLAHYAR DISTRICT,OVERALL,Daughter / Son In Law,7609,,7461,144,4
TANDO ALLAHYAR DISTRICT,OVERALL,Grand Son / Grand Daughter,1099,916,177,4,2
TANDO ALLAHYAR DISTRICT,OVERALL,Father/Mother,9661,,1770,7853,38
TANDO ALLAHYAR DISTRICT,OVERALL,Brother / Sister,12565,9468,2327,603,167
TANDO ALLAHYAR DISTRICT,OVERALL,Other Relative,8720,2866,4458,1349,47
TANDO ALLAHYAR DISTRICT,OVERALL,Non-Relative,7245,2520,4390,319,16
TANDO ALLAHYAR DISTRICT,RURAL,Head,112194,2014,102112,7905,163
TANDO ALLAHYAR DISTRICT,RURAL,Spouse,102508,,102508,,
TANDO ALLAHYAR DISTRICT,RURAL,Son/Daughter,69254,63099,5597,334,224
TANDO ALLAHYAR DISTRICT,RURAL,Daughter / Son In Law,5021,,4920,99,2
TANDO ALLAHYAR DISTRICT,RURAL,Grand Son / Grand Daughter,594,465,124,4,1
TANDO ALLAHYAR DISTRICT,RURAL,Father/Mother,6225,,1179,5027,19
TANDO ALLAHYAR DISTRICT,RURAL,Brother / Sister,7456,5563,1447,357,89
TANDO ALLAHYAR DISTRICT,RURAL,Other Relative,5534,1707,2888,914,25
TANDO ALLAHYAR DISTRICT,RURAL,Non-Relative,4359,1425,2735,194,5
TANDO ALLAHYAR DISTRICT,URBAN,Head,51987,987,46780,4075,145
TANDO ALLAHYAR DISTRICT,URBAN,Spouse,46399,,46399,,
TANDO ALLAHYAR DISTRICT,URBAN,Son/Daughter,44015,40652,3010,194,159
TANDO ALLAHYAR DISTRICT,URBAN,Daughter / Son In Law,2588,,2541,45,2
TANDO ALLAHYAR DISTRICT,URBAN,Grand Son / Grand Daughter,505,451,53,,1
TANDO ALLAHYAR DISTRICT,URBAN,Father/Mother,3436,,591,2826,19
TANDO ALLAHYAR DISTRICT,URBAN,Brother / Sister,5109,3905,880,246,78
TANDO ALLAHYAR DISTRICT,URBAN,Other Relative,3186,1159,1570,435,22
TANDO ALLAHYAR DISTRICT,URBAN,Non-Relative,2886,1095,1655,125,11
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Head,130986,3213,118219,9297,257
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Spouse,117873,,117873,,
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Son/Daughter,90213,79406,9923,547,337
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Daughter / Son In Law,8908,,8785,121,2
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Grand Son / Grand Daughter,1254,989,256,6,3
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Father/Mother,9084,,2403,6639,42
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Brother / Sister,12155,8869,2552,570,164
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Other Relative,9360,2800,5116,1396,48
TANDO MUHAMMAD KHAN DISTRICT,OVERALL,Non-Relative,3787,1144,2437,195,11
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Head,103669,2430,93821,7227,191
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Spouse,93829,,93829,,
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Son/Daughter,66866,58464,7767,391,244
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Daughter / Son In Law,7062,,6967,93,2
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Grand Son / Grand Daughter,916,711,200,2,3
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Father/Mother,7037,,1851,5158,28
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Brother / Sister,8859,6422,1892,429,116
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Other Relative,6998,1967,3926,1069,36
TANDO MUHAMMAD KHAN DISTRICT,RURAL,Non-Relative,2285,605,1552,122,6
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Head,27317,783,24398,2070,66
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Spouse,24044,,24044,,
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Son/Daughter,23347,20942,2156,156,93
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Daughter / Son In Law,1846,,1818,28,
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Grand Son / Grand Daughter,338,278,56,4,
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Father/Mother,2047,,552,1481,14
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Brother / Sister,3296,2447,660,141,48
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Other Relative,2362,833,1190,327,12
TANDO MUHAMMAD KHAN DISTRICT,URBAN,Non-Relative,1502,539,885,73,5
THATTA DISTRICT,OVERALL,Head,180700,5854,161984,12523,339
THATTA DISTRICT,OVERALL,Spouse,163282,,163282,,
THATTA DISTRICT,OVERALL,Son/Daughter,143047,129161,12776,738,372
THATTA DISTRICT,OVERALL,Daughter / Son In Law,11122,,10945,173,4
THATTA DISTRICT,OVERALL,Grand Son / Grand Daughter,1935,1639,282,10,4
THATTA DISTRICT,OVERALL,Father/Mother,13211,,4074,9088,49
THATTA DISTRICT,OVERALL,Brother / Sister,19361,14045,4235,900,181
THATTA DISTRICT,OVERALL,Other Relative,18253,5194,10759,2214,86
THATTA DISTRICT,OVERALL,Non-Relative,10966,3749,6700,495,22
THATTA DISTRICT,RURAL,Head,149620,4748,134303,10339,230
THATTA DISTRICT,RURAL,Spouse,135612,,135612,,
THATTA DISTRICT,RURAL,Son/Daughter,114265,103725,9666,600,274
THATTA DISTRICT,RURAL,Daughter / Son In Law,8492,,8342,146,4
THATTA DISTRICT,RURAL,Grand Son / Grand Daughter,1485,1242,231,10,2
THATTA DISTRICT,RURAL,Father/Mother,10429,,3143,7254,32
THATTA DISTRICT,RURAL,Brother / Sister,14763,10753,3159,719,132
THATTA DISTRICT,RURAL,Other Relative,13896,3816,8283,1751,46
THATTA DISTRICT,RURAL,Non-Relative,7649,2582,4692,360,15
THATTA DISTRICT,URBAN,Head,31080,1106,27681,2184,109
THATTA DISTRICT,URBAN,Spouse,27670,,27670,,
THATTA DISTRICT,URBAN,Son/Daughter,28782,25436,3110,138,98
THATTA DISTRICT,URBAN,Daughter / Son In Law,2630,,2603,27,
THATTA DISTRICT,URBAN,Grand Son / Grand Daughter,450,397,51,,2
THATTA DISTRICT,URBAN,Father/Mother,2782,,931,1834,17
THATTA DISTRICT,URBAN,Brother / Sister,4598,3292,1076,181,49
THATTA DISTRICT,URBAN,Other Relative,4357,1378,2476,463,40
THATTA DISTRICT,URBAN,Non-Relative,3317,1167,2008,135,7
KARACHI CENTRAL DISTRICT,OVERALL,Head,534739,21384,455557,54385,3413
KARACHI CENTRAL DISTRICT,OVERALL,Spouse,433156,,433156,,
KARACHI CENTRAL DISTRICT,OVERALL,Son/Daughter,678393,549007,120532,3518,5336
KARACHI CENTRAL DISTRICT,OVERALL,Daughter / Son In Law,114359,,113663,666,30
KARACHI CENTRAL DISTRICT,OVERALL,Grand Son / Grand Daughter,22958,21335,1548,31,44
KARACHI CENTRAL DISTRICT,OVERALL,Father/Mother,47033,,16648,30028,357
KARACHI CENTRAL DISTRICT,OVERALL,Brother / Sister,93201,59405,27866,3594,2336
KARACHI CENTRAL DISTRICT,OVERALL,Other Relative,78784,30295,42358,5469,662
KARACHI CENTRAL DISTRICT,OVERALL,Non-Relative,51113,23657,26135,1103,218
KARACHI CENTRAL DISTRICT,RURAL,Head,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Spouse,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Son/Daughter,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Daughter / Son In Law,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Grand Son / Grand Daughter,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Father/Mother,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Brother / Sister,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Other Relative,,,,,
KARACHI CENTRAL DISTRICT,RURAL,Non-Relative,,,,,
KARACHI CENTRAL DISTRICT,URBAN,Head,534739,21384,455557,54385,3413
KARACHI CENTRAL DISTRICT,URBAN,Spouse,433156,,433156,,
KARACHI CENTRAL DISTRICT,URBAN,Son/Daughter,678393,549007,120532,3518,5336
KARACHI CENTRAL DISTRICT,URBAN,Daughter / Son In Law,114359,,113663,666,30
KARACHI CENTRAL DISTRICT,URBAN,Grand Son / Grand Daughter,22958,21335,1548,31,44
KARACHI CENTRAL DISTRICT,URBAN,Father/Mother,47033,,16648,30028,357
KARACHI CENTRAL DISTRICT,URBAN,Brother / Sister,93201,59405,27866,3594,2336
KARACHI CENTRAL DISTRICT,URBAN,Other Relative,78784,30295,42358,5469,662
KARACHI CENTRAL DISTRICT,URBAN,Non-Relative,51113,23657,26135,1103,218
KARACHI EAST DISTRICT,OVERALL,Head,498552,25096,433989,36659,2808
KARACHI EAST DISTRICT,OVERALL,Spouse,406803,,406803,,
KARACHI EAST DISTRICT,OVERALL,Son/Daughter,576340,451756,117874,2709,4001
KARACHI EAST DISTRICT,OVERALL,Daughter / Son In Law,108528,,107833,661,34
KARACHI EAST DISTRICT,OVERALL,Grand Son / Grand Daughter,20281,18327,1888,31,35
KARACHI EAST DISTRICT,OVERALL,Father/Mother,52996,,25112,27540,344
KARACHI EAST DISTRICT,OVERALL,Brother / Sister,92546,55395,32738,2701,1712
KARACHI EAST DISTRICT,OVERALL,Other Relative,95397,36881,52584,5369,563
KARACHI EAST DISTRICT,OVERALL,Non-Relative,76044,35369,38958,1464,253
KARACHI EAST DISTRICT,RURAL,Head,,,,,
KARACHI EAST DISTRICT,RURAL,Spouse,,,,,
KARACHI EAST DISTRICT,RURAL,Son/Daughter,,,,,
KARACHI EAST DISTRICT,RURAL,Daughter / Son In Law,,,,,
KARACHI EAST DISTRICT,RURAL,Grand Son / Grand Daughter,,,,,
KARACHI EAST DISTRICT,RURAL,Father/Mother,,,,,
KARACHI EAST DISTRICT,RURAL,Brother / Sister,,,,,
KARACHI EAST DISTRICT,RURAL,Other Relative,,,,,
KARACHI EAST DISTRICT,RURAL,Non-Relative,,,,,
KARACHI EAST DISTRICT,URBAN,Head,498552,25096,433989,36659,2808
KARACHI EAST DISTRICT,URBAN,Spouse,406803,,406803,,
KARACHI EAST DISTRICT,URBAN,Son/Daughter,576340,451756,117874,2709,4001
KARACHI EAST DISTRICT,URBAN,Daughter / Son In Law,108528,,107833,661,34
KARACHI EAST DISTRICT,URBAN,Grand Son / Grand Daughter,20281,18327,1888,31,35
KARACHI EAST DISTRICT,URBAN,Father/Mother,52996,,25112,27540,344
KARACHI EAST DISTRICT,URBAN,Brother / Sister,92546,55395,32738,2701,1712
KARACHI EAST DISTRICT,URBAN,Other Relative,95397,36881,52584,5369,563
KARACHI EAST DISTRICT,URBAN,Non-Relative,76044,35369,38958,1464,253
KARACHI SOUTH DISTRICT,OVERALL,Head,319446,18068,271147,28113,2118
KARACHI SOUTH DISTRICT,OVERALL,Spouse,249251,,249251,,
KARACHI SOUTH DISTRICT,OVERALL,Son/Daughter,374564,295607,73499,2243,3215
KARACHI SOUTH DISTRICT,OVERALL,Daughter / Son In Law,67547,,66993,524,30
KARACHI SOUTH DISTRICT,OVERALL,Grand Son / Grand Daughter,15650,14372,1204,33,41
KARACHI SOUTH DISTRICT,OVERALL,Father/Mother,32090,,13980,17880,230
KARACHI SOUTH DISTRICT,OVERALL,Brother / Sister,62358,37043,21547,2259,1509
KARACHI SOUTH DISTRICT,OVERALL,Other Relative,65789,26087,35268,3950,484
KARACHI SOUTH DISTRICT,OVERALL,Non-Relative,54441,21762,31366,1083,230
KARACHI SOUTH DISTRICT,RURAL,Head,,,,,
KARACHI SOUTH DISTRICT,RURAL,Spouse,,,,,
KARACHI SOUTH DISTRICT,RURAL,Son/Daughter,,,,,
KARACHI SOUTH DISTRICT,RURAL,Daughter / Son In Law,,,,,
KARACHI SOUTH DISTRICT,RURAL,Grand Son / Grand Daughter,,,,,
KARACHI SOUTH DISTRICT,RURAL,Father/Mother,,,,,
KARACHI SOUTH DISTRICT,RURAL,Brother / Sister,,,,,
KARACHI SOUTH DISTRICT,RURAL,Other Relative,,,,,
KARACHI SOUTH DISTRICT,RURAL,Non-Relative,,,,,
KARACHI SOUTH DISTRICT,URBAN,Head,319446,18068,271147,28113,2118
KARACHI SOUTH DISTRICT,URBAN,Spouse,249251,,249251,,
KARACHI SOUTH DISTRICT,URBAN,Son/Daughter,374564,295607,73499,2243,3215
KARACHI SOUTH DISTRICT,URBAN,Daughter / Son In Law,67547,,66993,524,30
KARACHI SOUTH DISTRICT,URBAN,Grand Son / Grand Daughter,15650,14372,1204,33,41
KARACHI SOUTH DISTRICT,URBAN,Father/Mother,32090,,13980,17880,230
KARACHI SOUTH DISTRICT,URBAN,Brother / Sister,62358,37043,21547,2259,1509
KARACHI SOUTH DISTRICT,URBAN,Other Relative,65789,26087,35268,3950,484
KARACHI SOUTH DISTRICT,URBAN,Non-Relative,54441,21762,31366,1083,230
KARACHI WEST DISTRICT,OVERALL,Head,624375,20919,551617,49106,2733
KARACHI WEST DISTRICT,OVERALL,Spouse,527192,,527192,,
KARACHI WEST DISTRICT,OVERALL,Son/Daughter,780775,621364,150072,4243,5096
KARACHI WEST DISTRICT,OVERALL,Daughter / Son In Law,145036,,144131,852,53
KARACHI WEST DISTRICT,OVERALL,Grand Son / Grand Daughter,25906,23489,2325,47,45
KARACHI WEST DISTRICT,OVERALL,Father/Mother,58804,,25024,33457,323
KARACHI WEST DISTRICT,OVERALL,Brother / Sister,116144,69711,41300,3176,1957
KARACHI WEST DISTRICT,OVERALL,Other Relative,105635,35903,63417,5739,576
KARACHI WEST DISTRICT,OVERALL,Non-Relative,76398,31662,42918,1616,202
KARACHI WEST DISTRICT,RURAL,Head,43306,1751,39129,2304,122
KARACHI WEST DISTRICT,RURAL,Spouse,37689,,37689,,
KARACHI WEST DISTRICT,RURAL,Son/Daughter,46117,35648,9936,302,231
KARACHI WEST DISTRICT,RURAL,Daughter / Son In Law,9472,,9405,60,7
KARACHI WEST DISTRICT,RURAL,Grand Son / Grand Daughter,1407,1210,181,9,7
KARACHI WEST DISTRICT,RURAL,Father/Mother,4809,,2481,2304,24
KARACHI WEST DISTRICT,RURAL,Brother / Sister,9153,5208,3592,251,102
KARACHI WEST DISTRICT,RURAL,Other Relative,8515,2783,5269,415,48
KARACHI WEST DISTRICT,RURAL,Non-Relative,5083,2017,2907,147,12
KARACHI WEST DISTRICT,URBAN,Head,581069,19168,512488,46802,2611
KARACHI WEST DISTRICT,URBAN,Spouse,489503,,489503,,
KARACHI WEST DISTRICT,URBAN,Son/Daughter,734658,585716,140136,3941,4865
KARACHI WEST DISTRICT,URBAN,Daughter / Son In Law,135564,,134726,792,46
KARACHI WEST DISTRICT,URBAN,Grand Son / Grand Daughter,24499,22279,2144,38,38
KARACHI WEST DISTRICT,URBAN,Father/Mother,53995,,22543,31153,299
KARACHI WEST DISTRICT,URBAN,Brother / Sister,106991,64503,37708,2925,1855
