district,localities,hhsize,room_in_house_1,room_in_house_2,room_in_house_3,room_in_house_4,room_in_house_5,room_in_house_6,room_in_house_7,room_in_house_8,room_in_house_9
MIRPUR KHAS DISTRICT,RURAL,6 PERSONS,21285,5645,885,244,84,25,105,18,44
MIRPUR KHAS DISTRICT,RURAL,7 PERSONS,15691,5008,912,229,62,29,78,18,34
MIRPUR KHAS DISTRICT,RURAL,8 PERSONS,10020,4025,822,212,60,22,61,14,23
MIRPUR KHAS DISTRICT,RURAL,9 PERSONS,5692,2790,627,193,39,20,26,5,16
MIRPUR KHAS DISTRICT,RURAL,10 PERSONS AND ABOVE,4831,3495,1410,595,150,96,75,21,36
MIRPUR KHAS DISTRICT,URBAN,1 PERSON,1167,439,178,56,19,12,12,7,7
MIRPUR KHAS DISTRICT,URBAN,2 PERSONS,5103,1621,531,231,77,36,42,13,25
MIRPUR KHAS DISTRICT,URBAN,3 PERSONS,5620,2390,858,302,101,47,60,14,16
MIRPUR KHAS DISTRICT,URBAN,4 PERSONS,6065,3529,1353,476,152,81,77,18,38
MIRPUR KHAS DISTRICT,URBAN,5 PERSONS,5583,4228,1812,572,228,118,86,25,36
MIRPUR KHAS DISTRICT,URBAN,6 PERSONS,4452,3894,1807,648,239,133,64,31,34
MIRPUR KHAS DISTRICT,URBAN,7 PERSONS,2910,2886,1448,546,178,114,61,23,36
MIRPUR KHAS DISTRICT,URBAN,8 PERSONS,1777,1981,1004,394,146,92,43,11,17
MIRPUR KHAS DISTRICT,URBAN,9 PERSONS,946,1239,655,301,106,57,30,11,14
MIRPUR KHAS DISTRICT,URBAN,10 PERSONS AND ABOVE,1101,1765,1359,890,428,333,110,76,75
MOHMAND AGENCY,RURAL,1 PERSON,86,51,44,34,19,7,6,4,2
MOHMAND AGENCY,RURAL,2 PERSONS,850,484,181,118,30,27,15,5,14
MOHMAND AGENCY,RURAL,3 PERSONS,877,677,256,135,43,26,12,4,6
MOHMAND AGENCY,RURAL,4 PERSONS,1024,1011,389,219,64,32,25,11,5
MOHMAND AGENCY,RURAL,5 PERSONS,1100,1323,673,309,112,44,33,9,16
MOHMAND AGENCY,RURAL,6 PERSONS,997,1762,1012,498,167,56,51,10,23
MOHMAND AGENCY,RURAL,7 PERSONS,881,1915,1355,668,217,102,41,23,23
MOHMAND AGENCY,RURAL,8 PERSONS,670,1801,1461,787,256,122,66,38,23
MOHMAND AGENCY,RURAL,9 PERSONS,396,1410,1408,820,296,153,62,21,38
MOHMAND AGENCY,RURAL,10 PERSONS AND ABOVE,661,2697,4551,4578,2662,1903,913,592,786
MOHMAND AGENCY,URBAN,1 PERSON,,,,,,,,,
MOHMAND AGENCY,URBAN,2 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,3 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,4 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,5 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,6 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,7 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,8 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,9 PERSONS,,,,,,,,,
MOHMAND AGENCY,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
MULTAN DISTRICT,RURAL,1 PERSON,5402,1587,459,211,83,37,33,4,19
MULTAN DISTRICT,RURAL,2 PERSONS,19446,7439,1768,582,186,111,116,26,43
MULTAN DISTRICT,RURAL,3 PERSONS,21780,11790,3059,1062,364,141,122,45,61
MULTAN DISTRICT,RURAL,4 PERSONS,25744,18678,5113,1827,573,300,211,62,83
MULTAN DISTRICT,RURAL,5 PERSONS,27493,25320,7974,2831,879,428,245,95,137
MULTAN DISTRICT,RURAL,6 PERSONS,24534,28114,9341,3421,1046,486,280,103,143
MULTAN DISTRICT,RURAL,7 PERSONS,16742,22885,8625,3157,1013,500,274,95,116
MULTAN DISTRICT,RURAL,8 PERSONS,9635,16532,7030,2694,925,414,201,95,94
MULTAN DISTRICT,RURAL,9 PERSONS,5043,10804,5488,2411,758,381,162,96,103
MULTAN DISTRICT,RURAL,10 PERSONS AND ABOVE,5263,15770,13631,8829,3602,2157,867,621,736
MULTAN DISTRICT,URBAN,1 PERSON,3442,1935,835,443,165,124,52,27,55
MULTAN DISTRICT,URBAN,2 PERSONS,9770,6646,2548,1221,425,253,180,65,93
MULTAN DISTRICT,URBAN,3 PERSONS,11896,10275,4489,2045,747,419,222,75,124
MULTAN DISTRICT,URBAN,4 PERSONS,14770,16100,7476,3629,1227,755,348,165,180
MULTAN DISTRICT,URBAN,5 PERSONS,15629,20422,10783,4998,2023,1126,519,224,248
MULTAN DISTRICT,URBAN,6 PERSONS,12913,19566,10629,5353,2064,1109,525,257,247
MULTAN DISTRICT,URBAN,7 PERSONS,7900,13935,8157,4071,1611,891,418,223,217
MULTAN DISTRICT,URBAN,8 PERSONS,4409,8979,5756,2982,1182,726,324,183,186
MULTAN DISTRICT,URBAN,9 PERSONS,2269,5590,4095,2421,983,571,261,142,139
MULTAN DISTRICT,URBAN,10 PERSONS AND ABOVE,2733,9057,9786,7891,3908,2679,1228,852,1035
MUSAKHEL DISTRICT,RURAL,1 PERSON,76,38,18,10,8,2,,1,1
MUSAKHEL DISTRICT,RURAL,2 PERSONS,682,665,183,141,52,17,6,1,1
MUSAKHEL DISTRICT,RURAL,3 PERSONS,583,753,272,178,52,28,18,6,8
MUSAKHEL DISTRICT,RURAL,4 PERSONS,553,976,463,251,66,31,16,10,13
MUSAKHEL DISTRICT,RURAL,5 PERSONS,483,1010,603,301,85,47,18,9,14
MUSAKHEL DISTRICT,RURAL,6 PERSONS,365,1030,653,321,98,52,21,7,7
MUSAKHEL DISTRICT,RURAL,7 PERSONS,314,953,681,377,102,80,21,13,13
MUSAKHEL DISTRICT,RURAL,8 PERSONS,213,713,612,440,121,92,28,14,11
MUSAKHEL DISTRICT,RURAL,9 PERSONS,157,469,459,376,103,101,28,13,20
MUSAKHEL DISTRICT,RURAL,10 PERSONS AND ABOVE,389,1070,1033,868,384,358,126,82,112
MUSAKHEL DISTRICT,URBAN,1 PERSON,12,8,6,9,2,2,,,1
MUSAKHEL DISTRICT,URBAN,2 PERSONS,31,72,51,35,12,3,1,,2
MUSAKHEL DISTRICT,URBAN,3 PERSONS,24,57,47,29,14,11,,,1
MUSAKHEL DISTRICT,URBAN,4 PERSONS,40,86,55,40,19,9,4,1,
MUSAKHEL DISTRICT,URBAN,5 PERSONS,15,79,51,39,23,13,1,1,2
MUSAKHEL DISTRICT,URBAN,6 PERSONS,17,90,60,38,23,12,2,2,
MUSAKHEL DISTRICT,URBAN,7 PERSONS,6,58,56,31,23,13,3,,1
MUSAKHEL DISTRICT,URBAN,8 PERSONS,8,34,52,23,18,14,8,2,1
MUSAKHEL DISTRICT,URBAN,9 PERSONS,5,31,29,20,14,15,8,,1
MUSAKHEL DISTRICT,URBAN,10 PERSONS AND ABOVE,7,40,100,90,67,51,33,33,29
MUZAFFARGARH DISTRICT,RURAL,1 PERSON,6481,1318,390,155,41,28,29,7,19
MUZAFFARGARH DISTRICT,RURAL,2 PERSONS,31638,7563,1578,483,150,58,81,18,50
MUZAFFARGARH DISTRICT,RURAL,3 PERSONS,32852,11390,2603,719,219,110,133,29,57
MUZAFFARGARH DISTRICT,RURAL,4 PERSONS,37986,18426,4298,1358,414,156,164,38,53
MUZAFFARGARH DISTRICT,RURAL,5 PERSONS,38378,24811,6564,2089,602,258,216,58,86
MUZAFFARGARH DISTRICT,RURAL,6 PERSONS,35099,29170,8469,2914,814,362,241,66,112
MUZAFFARGARH DISTRICT,RURAL,7 PERSONS,26579,27803,8925,2967,827,363,236,83,94
MUZAFFARGARH DISTRICT,RURAL,8 PERSONS,17402,22736,8095,3009,808,433,222,74,90
MUZAFFARGARH DISTRICT,RURAL,9 PERSONS,9946,15906,6636,2625,797,366,206,73,88
MUZAFFARGARH DISTRICT,RURAL,10 PERSONS AND ABOVE,11568,26949,20162,11805,4977,2887,1241,763,990
MUZAFFARGARH DISTRICT,URBAN,1 PERSON,1245,714,246,107,37,16,12,6,5
MUZAFFARGARH DISTRICT,URBAN,2 PERSONS,4271,2221,647,253,121,48,32,12,19
MUZAFFARGARH DISTRICT,URBAN,3 PERSONS,4585,3135,1085,503,181,47,42,18,22
MUZAFFARGARH DISTRICT,URBAN,4 PERSONS,5464,4896,1846,870,319,135,71,39,31
MUZAFFARGARH DISTRICT,URBAN,5 PERSONS,5345,6247,2762,1329,507,205,116,54,53
MUZAFFARGARH DISTRICT,URBAN,6 PERSONS,4584,6279,3085,1486,588,257,132,48,56
MUZAFFARGARH DISTRICT,URBAN,7 PERSONS,3205,5016,2485,1186,485,226,118,51,45
MUZAFFARGARH DISTRICT,URBAN,8 PERSONS,1851,3595,1987,973,402,186,88,37,44
MUZAFFARGARH DISTRICT,URBAN,9 PERSONS,1019,2289,1469,759,344,174,79,49,31
MUZAFFARGARH DISTRICT,URBAN,10 PERSONS AND ABOVE,1229,3654,3505,2638,1318,856,385,247,291
NANKANA SAHIB DISTRICT,RURAL,1 PERSON,1776,882,364,155,72,27,14,15,13
NANKANA SAHIB DISTRICT,RURAL,2 PERSONS,5174,3263,1072,474,168,79,35,20,18
NANKANA SAHIB DISTRICT,RURAL,3 PERSONS,6291,5041,1858,791,306,133,62,32,39
NANKANA SAHIB DISTRICT,RURAL,4 PERSONS,7764,7835,3012,1415,496,222,113,48,46
NANKANA SAHIB DISTRICT,RURAL,5 PERSONS,8440,10513,4887,2021,793,337,161,80,72
NANKANA SAHIB DISTRICT,RURAL,6 PERSONS,7681,11396,5473,2405,840,408,198,76,99
NANKANA SAHIB DISTRICT,RURAL,7 PERSONS,5175,9350,4825,2246,832,396,187,70,96
NANKANA SAHIB DISTRICT,RURAL,8 PERSONS,3019,6461,3618,1832,693,363,167,89,70
NANKANA SAHIB DISTRICT,RURAL,9 PERSONS,1565,3894,2526,1437,593,266,101,57,58
NANKANA SAHIB DISTRICT,RURAL,10 PERSONS AND ABOVE,1500,5499,5536,4068,2020,1222,521,341,400
NANKANA SAHIB DISTRICT,URBAN,1 PERSON,390,232,120,57,23,16,6,6,4
NANKANA SAHIB DISTRICT,URBAN,2 PERSONS,872,666,265,138,49,27,10,7,11
NANKANA SAHIB DISTRICT,URBAN,3 PERSONS,1206,1126,593,259,77,41,31,9,18
NANKANA SAHIB DISTRICT,URBAN,4 PERSONS,1650,1788,937,462,174,95,48,12,15
NANKANA SAHIB DISTRICT,URBAN,5 PERSONS,1742,2320,1405,700,289,123,56,32,22
NANKANA SAHIB DISTRICT,URBAN,6 PERSONS,1544,2358,1602,769,290,141,75,42,50
NANKANA SAHIB DISTRICT,URBAN,7 PERSONS,966,1777,1198,681,225,128,55,37,34
NANKANA SAHIB DISTRICT,URBAN,8 PERSONS,531,1096,782,503,179,114,44,22,20
NANKANA SAHIB DISTRICT,URBAN,9 PERSONS,242,569,560,360,142,99,35,15,24
NANKANA SAHIB DISTRICT,URBAN,10 PERSONS AND ABOVE,264,873,1072,913,452,314,136,102,116
NAROWAL DISTRICT,RURAL,1 PERSON,1320,1097,539,284,117,58,34,14,20
NAROWAL DISTRICT,RURAL,2 PERSONS,1882,2470,1392,738,270,120,64,32,36
NAROWAL DISTRICT,RURAL,3 PERSONS,2600,3787,2366,1280,537,216,111,44,47
NAROWAL DISTRICT,RURAL,4 PERSONS,3489,5744,3981,2321,864,386,169,73,69
NAROWAL DISTRICT,RURAL,5 PERSONS,4348,8290,6393,3535,1454,613,266,152,149
NAROWAL DISTRICT,RURAL,6 PERSONS,4528,10045,8023,4826,1927,879,373,179,184
NAROWAL DISTRICT,RURAL,7 PERSONS,3449,9037,8059,4918,2045,940,405,188,213
NAROWAL DISTRICT,RURAL,8 PERSONS,2136,6575,6322,4292,1787,874,327,201,197
NAROWAL DISTRICT,RURAL,9 PERSONS,1170,4107,4621,3307,1514,750,296,149,162
NAROWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,1101,5580,9236,9509,5302,3357,1534,1001,1267
NAROWAL DISTRICT,URBAN,1 PERSON,296,244,161,90,42,15,17,3,5
NAROWAL DISTRICT,URBAN,2 PERSONS,400,540,371,236,80,35,25,8,15
NAROWAL DISTRICT,URBAN,3 PERSONS,580,915,770,393,129,58,35,15,14
NAROWAL DISTRICT,URBAN,4 PERSONS,693,1433,1259,662,254,102,59,22,28
NAROWAL DISTRICT,URBAN,5 PERSONS,811,1873,1852,1056,350,156,94,41,46
NAROWAL DISTRICT,URBAN,6 PERSONS,691,2031,2001,1143,465,223,92,50,46
NAROWAL DISTRICT,URBAN,7 PERSONS,504,1443,1575,971,410,205,85,36,51
NAROWAL DISTRICT,URBAN,8 PERSONS,254,937,1112,665,286,167,49,44,43
NAROWAL DISTRICT,URBAN,9 PERSONS,117,492,630,550,243,120,71,36,29
NAROWAL DISTRICT,URBAN,10 PERSONS AND ABOVE,142,689,1216,1306,763,527,220,189,200
NASIRABAD DISTRICT,RURAL,1 PERSON,425,50,20,3,3,2,2,,1
NASIRABAD DISTRICT,RURAL,2 PERSONS,3319,507,130,32,12,8,30,4,6
NASIRABAD DISTRICT,RURAL,3 PERSONS,3263,816,185,48,18,7,31,1,6
NASIRABAD DISTRICT,RURAL,4 PERSONS,3552,1084,258,70,15,11,32,3,9
NASIRABAD DISTRICT,RURAL,5 PERSONS,3515,1355,313,78,21,14,24,,6
NASIRABAD DISTRICT,RURAL,6 PERSONS,3358,1517,451,106,28,25,43,6,5
NASIRABAD DISTRICT,RURAL,7 PERSONS,2976,1721,485,153,25,17,28,4,8
NASIRABAD DISTRICT,RURAL,8 PERSONS,2555,1738,497,205,33,24,23,4,9
NASIRABAD DISTRICT,RURAL,9 PERSONS,1951,1622,476,192,38,25,22,2,8
NASIRABAD DISTRICT,RURAL,10 PERSONS AND ABOVE,4177,4132,1956,939,286,220,106,42,161
NASIRABAD DISTRICT,URBAN,1 PERSON,115,40,15,10,2,,2,,
NASIRABAD DISTRICT,URBAN,2 PERSONS,624,141,25,9,1,1,3,,
NASIRABAD DISTRICT,URBAN,3 PERSONS,676,249,27,19,6,,4,2,
NASIRABAD DISTRICT,URBAN,4 PERSONS,775,384,61,24,2,1,5,,1
NASIRABAD DISTRICT,URBAN,5 PERSONS,731,420,82,23,5,5,7,1,1
NASIRABAD DISTRICT,URBAN,6 PERSONS,687,523,122,39,5,3,8,1,
NASIRABAD DISTRICT,URBAN,7 PERSONS,609,534,138,36,8,4,7,1,2
NASIRABAD DISTRICT,URBAN,8 PERSONS,514,552,132,47,10,3,9,5,2
NASIRABAD DISTRICT,URBAN,9 PERSONS,392,491,116,51,20,3,5,,3
NASIRABAD DISTRICT,URBAN,10 PERSONS AND ABOVE,593,1186,663,340,129,60,32,13,17
NAUSHAHRO FEROZE DISTRICT,RURAL,1 PERSON,4550,447,139,33,17,4,17,9,9
NAUSHAHRO FEROZE DISTRICT,RURAL,2 PERSONS,21594,2561,556,178,71,8,135,15,34
NAUSHAHRO FEROZE DISTRICT,RURAL,3 PERSONS,20366,3560,696,169,63,7,116,22,41
NAUSHAHRO FEROZE DISTRICT,RURAL,4 PERSONS,20920,4903,925,224,87,15,121,18,38
NAUSHAHRO FEROZE DISTRICT,RURAL,5 PERSONS,19688,6215,1280,277,73,33,131,13,51
NAUSHAHRO FEROZE DISTRICT,RURAL,6 PERSONS,17491,6959,1441,337,92,28,129,13,39
NAUSHAHRO FEROZE DISTRICT,RURAL,7 PERSONS,13686,6506,1431,354,81,35,114,22,37
NAUSHAHRO FEROZE DISTRICT,RURAL,8 PERSONS,9797,5797,1361,381,78,26,91,12,15
NAUSHAHRO FEROZE DISTRICT,RURAL,9 PERSONS,6286,4348,1253,362,105,40,67,10,19
NAUSHAHRO FEROZE DISTRICT,RURAL,10 PERSONS AND ABOVE,8430,8264,3729,1459,499,211,201,61,123
NAUSHAHRO FEROZE DISTRICT,URBAN,1 PERSON,1148,382,107,51,14,10,13,2,4
NAUSHAHRO FEROZE DISTRICT,URBAN,2 PERSONS,4215,1495,392,167,63,52,33,9,12
NAUSHAHRO FEROZE DISTRICT,URBAN,3 PERSONS,4153,1903,485,180,67,39,57,10,21
NAUSHAHRO FEROZE DISTRICT,URBAN,4 PERSONS,4412,2541,695,306,109,56,41,17,18
NAUSHAHRO FEROZE DISTRICT,URBAN,5 PERSONS,4039,3098,933,401,134,62,60,23,22
NAUSHAHRO FEROZE DISTRICT,URBAN,6 PERSONS,3441,3174,1081,473,135,86,66,19,20
NAUSHAHRO FEROZE DISTRICT,URBAN,7 PERSONS,2571,2690,954,436,139,71,44,14,18
NAUSHAHRO FEROZE DISTRICT,URBAN,8 PERSONS,1689,2177,801,355,118,50,33,14,16
NAUSHAHRO FEROZE DISTRICT,URBAN,9 PERSONS,975,1503,603,283,93,46,25,20,13
NAUSHAHRO FEROZE DISTRICT,URBAN,10 PERSONS AND ABOVE,1206,2705,1582,923,365,232,110,64,67
NORTH WAZIRISTAN AGENCY,RURAL,1 PERSON,310,149,97,65,51,42,18,8,21
NORTH WAZIRISTAN AGENCY,RURAL,2 PERSONS,1981,1152,400,174,86,52,28,11,34
NORTH WAZIRISTAN AGENCY,RURAL,3 PERSONS,1686,1246,571,252,99,61,31,12,41
NORTH WAZIRISTAN AGENCY,RURAL,4 PERSONS,1630,1635,839,322,136,65,43,19,42
NORTH WAZIRISTAN AGENCY,RURAL,5 PERSONS,1452,1812,1168,502,174,111,56,17,50
NORTH WAZIRISTAN AGENCY,RURAL,6 PERSONS,1229,1911,1316,618,247,133,56,35,58
NORTH WAZIRISTAN AGENCY,RURAL,7 PERSONS,1007,1868,1596,709,274,185,84,30,61
NORTH WAZIRISTAN AGENCY,RURAL,8 PERSONS,691,1664,1503,818,312,187,96,39,68
NORTH WAZIRISTAN AGENCY,RURAL,9 PERSONS,386,1164,1269,722,327,195,104,42,81
NORTH WAZIRISTAN AGENCY,RURAL,10 PERSONS AND ABOVE,804,2138,4004,3925,2526,1832,1131,799,1546
NORTH WAZIRISTAN AGENCY,URBAN,1 PERSON,1,7,2,2,2,,,1,1
NORTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,3,5,8,,1,,4,,
NORTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,3,3,10,,,,3,,
NORTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,2,7,12,2,,,5,,
NORTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,2,16,20,7,,,3,,
NORTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,2,9,14,,,,5,,
NORTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,,12,27,5,2,1,2,,
NORTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,2,10,14,3,,,4,,
NORTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,,6,13,5,,,2,,
NORTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,2,14,31,10,6,3,3,,
NOWSHERA DISTRICT,RURAL,1 PERSON,1032,450,179,122,47,35,21,10,14
NOWSHERA DISTRICT,RURAL,2 PERSONS,3307,1744,607,294,128,64,45,31,30
NOWSHERA DISTRICT,RURAL,3 PERSONS,4152,2967,1067,451,183,100,48,33,28
NOWSHERA DISTRICT,RURAL,4 PERSONS,5404,4761,1837,850,297,147,70,34,50
NOWSHERA DISTRICT,RURAL,5 PERSONS,6432,6973,3009,1282,490,225,106,40,58
NOWSHERA DISTRICT,RURAL,6 PERSONS,5875,8283,3882,1813,588,280,104,52,74
NOWSHERA DISTRICT,RURAL,7 PERSONS,4026,7450,4091,1863,617,304,109,61,62
NOWSHERA DISTRICT,RURAL,8 PERSONS,2395,5756,3801,1752,630,267,117,64,86
NOWSHERA DISTRICT,RURAL,9 PERSONS,1227,3849,3011,1661,597,276,112,50,77
NOWSHERA DISTRICT,RURAL,10 PERSONS AND ABOVE,1336,5879,8928,8736,4773,2981,1292,816,873
NOWSHERA DISTRICT,URBAN,1 PERSON,287,177,78,33,8,14,6,1,3
NOWSHERA DISTRICT,URBAN,2 PERSONS,889,764,303,95,40,30,21,3,9
NOWSHERA DISTRICT,URBAN,3 PERSONS,1228,1224,535,206,64,44,20,5,6
NOWSHERA DISTRICT,URBAN,4 PERSONS,1634,2012,1009,359,140,73,31,25,20
NOWSHERA DISTRICT,URBAN,5 PERSONS,1794,2673,1458,506,169,113,40,26,31
NOWSHERA DISTRICT,URBAN,6 PERSONS,1637,2854,1601,606,246,122,47,30,32
NOWSHERA DISTRICT,URBAN,7 PERSONS,1041,2291,1366,580,191,118,50,29,20
NOWSHERA DISTRICT,URBAN,8 PERSONS,524,1474,989,488,194,81,29,18,22
NOWSHERA DISTRICT,URBAN,9 PERSONS,254,890,672,384,166,78,17,13,20
NOWSHERA DISTRICT,URBAN,10 PERSONS AND ABOVE,343,1388,1948,1841,972,667,261,197,260
NUSHKI DISTRICT,RURAL,1 PERSON,99,53,16,8,2,6,,,2
NUSHKI DISTRICT,RURAL,2 PERSONS,410,437,123,76,15,8,2,,
NUSHKI DISTRICT,RURAL,3 PERSONS,381,490,210,111,24,9,3,3,1
NUSHKI DISTRICT,RURAL,4 PERSONS,304,628,318,159,35,9,2,,2
NUSHKI DISTRICT,RURAL,5 PERSONS,312,628,356,191,45,14,10,5,3
NUSHKI DISTRICT,RURAL,6 PERSONS,279,653,421,265,73,32,4,6,10
NUSHKI DISTRICT,RURAL,7 PERSONS,236,605,435,333,108,46,8,6,2
NUSHKI DISTRICT,RURAL,8 PERSONS,178,508,403,338,126,59,20,15,11
NUSHKI DISTRICT,RURAL,9 PERSONS,103,433,394,327,126,69,16,17,10
NUSHKI DISTRICT,RURAL,10 PERSONS AND ABOVE,247,860,997,1016,589,381,175,124,280
NUSHKI DISTRICT,URBAN,1 PERSON,47,28,17,5,5,1,2,1,2
NUSHKI DISTRICT,URBAN,2 PERSONS,68,111,67,23,11,1,1,,3
NUSHKI DISTRICT,URBAN,3 PERSONS,80,118,109,43,12,4,4,2,2
NUSHKI DISTRICT,URBAN,4 PERSONS,73,161,122,60,18,5,6,2,6
NUSHKI DISTRICT,URBAN,5 PERSONS,71,161,148,92,31,15,6,1,3
NUSHKI DISTRICT,URBAN,6 PERSONS,42,157,159,91,41,17,10,3,9
NUSHKI DISTRICT,URBAN,7 PERSONS,39,155,142,148,52,12,6,2,
NUSHKI DISTRICT,URBAN,8 PERSONS,31,118,138,134,52,14,4,5,2
NUSHKI DISTRICT,URBAN,9 PERSONS,20,91,106,116,66,24,10,10,5
NUSHKI DISTRICT,URBAN,10 PERSONS AND ABOVE,25,195,361,418,313,187,77,51,73
OKARA DISTRICT,RURAL,1 PERSON,4693,1685,492,199,70,33,25,11,15
OKARA DISTRICT,RURAL,2 PERSONS,15173,6848,1795,654,265,86,118,26,35
OKARA DISTRICT,RURAL,3 PERSONS,16459,10291,3102,1060,385,157,140,27,38
OKARA DISTRICT,RURAL,4 PERSONS,19660,15457,4905,1850,608,249,205,53,63
OKARA DISTRICT,RURAL,5 PERSONS,21097,20829,7387,2609,966,365,283,68,92
OKARA DISTRICT,RURAL,6 PERSONS,19002,22727,8628,3404,1125,489,318,93,118
OKARA DISTRICT,RURAL,7 PERSONS,13312,19297,8013,3137,1061,488,287,95,125
OKARA DISTRICT,RURAL,8 PERSONS,7945,13649,6375,2632,912,436,230,102,87
OKARA DISTRICT,RURAL,9 PERSONS,4051,8550,4552,2102,728,359,173,66,78
OKARA DISTRICT,RURAL,10 PERSONS AND ABOVE,4468,12531,10409,6471,2883,1610,715,494,551
OKARA DISTRICT,URBAN,1 PERSON,1479,787,334,125,59,29,18,9,14
OKARA DISTRICT,URBAN,2 PERSONS,3501,2556,1043,409,138,77,45,18,29
OKARA DISTRICT,URBAN,3 PERSONS,4376,3994,1753,653,216,118,66,26,38
OKARA DISTRICT,URBAN,4 PERSONS,5428,6143,2997,1238,422,244,121,49,61
OKARA DISTRICT,URBAN,5 PERSONS,6190,8211,4404,1766,739,339,177,73,92
OKARA DISTRICT,URBAN,6 PERSONS,5622,8327,4521,2122,744,400,176,99,93
OKARA DISTRICT,URBAN,7 PERSONS,3680,6279,3577,1608,610,287,165,72,84
OKARA DISTRICT,URBAN,8 PERSONS,2059,4166,2490,1218,527,236,123,58,57
OKARA DISTRICT,URBAN,9 PERSONS,968,2433,1778,912,375,203,89,51,47
OKARA DISTRICT,URBAN,10 PERSONS AND ABOVE,1211,3924,4015,2869,1383,897,385,267,259
ORAKZAI AGENCY,RURAL,1 PERSON,67,50,25,19,8,8,2,4,3
ORAKZAI AGENCY,RURAL,2 PERSONS,441,520,216,107,36,28,12,7,16
ORAKZAI AGENCY,RURAL,3 PERSONS,472,763,394,200,94,58,32,25,38
ORAKZAI AGENCY,RURAL,4 PERSONS,449,984,646,330,126,72,50,36,43
ORAKZAI AGENCY,RURAL,5 PERSONS,436,1086,762,551,169,125,76,29,47
ORAKZAI AGENCY,RURAL,6 PERSONS,349,1079,847,648,273,186,86,59,71
ORAKZAI AGENCY,RURAL,7 PERSONS,259,916,881,691,293,236,122,69,69
ORAKZAI AGENCY,RURAL,8 PERSONS,175,732,762,668,281,240,137,74,97
ORAKZAI AGENCY,RURAL,9 PERSONS,98,460,612,641,266,224,125,70,73
ORAKZAI AGENCY,RURAL,10 PERSONS AND ABOVE,134,699,1367,1969,1365,1173,634,482,823
ORAKZAI AGENCY,URBAN,1 PERSON,,,,,,,,,
ORAKZAI AGENCY,URBAN,2 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,3 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,4 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,5 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,6 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,7 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,8 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,9 PERSONS,,,,,,,,,
ORAKZAI AGENCY,URBAN,10 PERSONS AND ABOVE,,,,,,,,,
PAKPATTAN DISTRICT,RURAL,1 PERSON,3883,1319,456,183,67,34,20,9,17
PAKPATTAN DISTRICT,RURAL,2 PERSONS,11018,4886,1418,516,175,63,56,24,30
PAKPATTAN DISTRICT,RURAL,3 PERSONS,13041,7536,2417,826,292,103,72,27,35
PAKPATTAN DISTRICT,RURAL,4 PERSONS,15434,11154,3773,1434,472,210,108,45,63
PAKPATTAN DISTRICT,RURAL,5 PERSONS,16251,14546,5440,2127,748,274,158,69,70
PAKPATTAN DISTRICT,RURAL,6 PERSONS,14382,15580,6171,2478,840,392,150,91,83
PAKPATTAN DISTRICT,RURAL,7 PERSONS,9863,13045,5587,2287,858,364,181,83,98
PAKPATTAN DISTRICT,RURAL,8 PERSONS,5674,9154,4412,1946,725,350,149,78,68
PAKPATTAN DISTRICT,RURAL,9 PERSONS,2796,5830,3162,1504,626,300,123,67,64
PAKPATTAN DISTRICT,RURAL,10 PERSONS AND ABOVE,2511,7524,6575,4213,2077,1155,519,306,469
PAKPATTAN DISTRICT,URBAN,1 PERSON,733,363,158,70,26,16,4,6,12
PAKPATTAN DISTRICT,URBAN,2 PERSONS,1518,928,345,156,69,27,21,14,12
PAKPATTAN DISTRICT,URBAN,3 PERSONS,1898,1349,714,304,104,62,34,8,24
PAKPATTAN DISTRICT,URBAN,4 PERSONS,2401,2159,1124,501,184,102,53,32,36
PAKPATTAN DISTRICT,URBAN,5 PERSONS,2602,2855,1623,760,283,148,62,30,34
PAKPATTAN DISTRICT,URBAN,6 PERSONS,2165,2774,1696,800,314,188,87,43,37
PAKPATTAN DISTRICT,URBAN,7 PERSONS,1340,1979,1234,605,238,149,69,42,39
